brand_name,full_label,strength,reason,source,needs_manual_review
RAXIDONE,RAXIDONE 2mg Comp.Pell.Séc. Bt 60,2mg,no_priority_inn_or_seed_match,PCT,true
RAXIDONE,RAXIDONE 4mg Comp.Pell.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
RAZON,RAZON 20mg Comp.Gastro-résist. Bt 10,20mg,no_priority_inn_or_seed_match,PCT,true
RAZON,RAZON 20mg Comp.Gastro-résist. Bt 20,20mg,no_priority_inn_or_seed_match,PCT,true
RAZON,RAZON 20mg Comp.Gastro-résist. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
RAZON,RAZON 40mg Comp.Gastro-résist. Bt 14,40mg,no_priority_inn_or_seed_match,PCT,true
RAZON,RAZON 40mg Comp.Gastro-résist. Bt 28,40mg,no_priority_inn_or_seed_match,PCT,true
RAZON,RAZON 40mg Comp.Gastro-résist. Bt 7,40mg,no_priority_inn_or_seed_match,PCT,true
REBIF 22µg,REBIF 22µg 6MUI Sol.Inj. Bt 12Ser./0.5ml (F),6MUI,no_priority_inn_or_seed_match,PCT,true
REBIF 22µg/,REBIF 22µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F),0.5ml,no_priority_inn_or_seed_match,PCT,true
REBIF 44µg,REBIF 44µg 12MUI Sol.Inj. Bt 12Ser./0.5ml (F),12MUI,no_priority_inn_or_seed_match,PCT,true
REBIF 44µg/,REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart /1.5ml (F),0.5ml,no_priority_inn_or_seed_match,PCT,true
REBIF 44µg/,REBIF 44µg/0.5ml Sol.Inj. Bt 4Cart./1.5ml (F),0.5ml,no_priority_inn_or_seed_match,PCT,true
REDULIP,REDULIP 20mg Comp.Pell.Séc. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
REDULIP,REDULIP 40mg Comp.Pell.Séc. Bt 30,40mg,no_priority_inn_or_seed_match,PCT,true
REDULIP 20,REDULIP 20 20mg Comp.Pell.Séc. Bt 90,20mg,no_priority_inn_or_seed_match,PCT,true
REDULIP 40,REDULIP 40 40mg Comp.Pell.Séc. Bt 90,40mg,no_priority_inn_or_seed_match,PCT,true
REFACTO AF,REFACTO AF 1000UI Pdre.P.Prép.Inj. Bt 1Fl+Ser.4ml (F),1000UI,no_priority_inn_or_seed_match,PCT,true
REFACTO AF,REFACTO AF 500UI Pdre.P.Prép.Inj. Bt 1Fl+Ser./4ml (F),500UI,no_priority_inn_or_seed_match,PCT,true
RELAXIL,RELAXIL 4mg Gél. Bt 14,4mg,no_priority_inn_or_seed_match,PCT,true
RELAXIL,RELAXIL 4mg/2ml Sol.Inj. Bt 5/2ml,4mg/2ml,no_priority_inn_or_seed_match,PCT,true
REMICADE,REMICADE 100mg Pdre.P.Prép.Inj. Bt 1Fl (F),100mg,no_priority_inn_or_seed_match,PCT,true
REMIFENTANIL MEDIS,REMIFENTANIL MEDIS 1mg Pdre.P.Prép.Inj. Bt 10Fl,1mg,no_priority_inn_or_seed_match,PCT,true
REMIFENTANIL MEDIS,REMIFENTANIL MEDIS 1mg Pdre.P.Prép.Inj. Bt 5 Fl,1mg,no_priority_inn_or_seed_match,PCT,true
REMIFENTANIL MEDIS,REMIFENTANIL MEDIS 5mg Pdre.P.Prép.Inj. Bt 10Fl,5mg,no_priority_inn_or_seed_match,PCT,true
REMIFENTANIL MEDIS,REMIFENTANIL MEDIS 5mg Pdre.P.Prép.Inj. Bt 5 Fl,5mg,no_priority_inn_or_seed_match,PCT,true
REMIFENTANIL MYLAN,REMIFENTANIL MYLAN 1mg Pdre. P. Prép. Inj. Bt 10Fl,1mg,no_priority_inn_or_seed_match,PCT,true
REMIFENTANIL MYLAN,REMIFENTANIL MYLAN 5mg Pdre.P.Prép.Inj. Bt 10Fl,5mg,no_priority_inn_or_seed_match,PCT,true
REMSIMA,REMSIMA 100mg Pdre.P.Prép.Inj. Bt 1Fl/20ml (F),100mg,no_priority_inn_or_seed_match,PCT,true
RESPIROX,RESPIROX 2mg Comp. Bt 20,2mg,no_priority_inn_or_seed_match,PCT,true
RESPIROX,RESPIROX 2mg Comp.Pell.Séc. Bt 20,2mg,no_priority_inn_or_seed_match,PCT,true
RESPIROX,RESPIROX 4mg Comp. Bt 20,4mg,no_priority_inn_or_seed_match,PCT,true
RESPIROX,RESPIROX 4mg Comp. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
RESTAMINE,RESTAMINE 10mg Comp Bt 20,10mg,no_priority_inn_or_seed_match,PCT,true
RETA,RETA 160mg Comp.Pell.Séc. Bt 30,160mg,no_priority_inn_or_seed_match,PCT,true
RETA,RETA 80mg Comp.Pell.Séc. Bt 30,80mg,no_priority_inn_or_seed_match,PCT,true
RETABLISS,RETABLISS 10mg Comp.Pell.Séc. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
RETABLISS,RETABLISS 20mg Comp.Pell.Séc. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
RETABLISS,RETABLISS 20mg/ml Sol.Buv. Fl 15ml,20mg,no_priority_inn_or_seed_match,PCT,true
RETAZID,RETAZID 160mg/25mg Comp.Pell. Bt 30,160mg/25mg,no_priority_inn_or_seed_match,PCT,true
RETAZID,RETAZID 160mg/25mg Comp.Pell. Bt 90,160mg/25mg,no_priority_inn_or_seed_match,PCT,true
RETAZID,RETAZID 80mg/12.5mg Comp.Pell. Bt 30,80mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
RETAZID,RETAZID 80mg/12.5mg Comp.Pell. Bt 90,80mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
REVLIMID,REVLIMID 10mg Gél. Bt 21,10mg,no_priority_inn_or_seed_match,PCT,true
REVLIMID,REVLIMID 25mg Gél. Bt 21,25mg,no_priority_inn_or_seed_match,PCT,true
REVOLADE,REVOLADE 25mg Comp.Pell. Bt 28,25mg,no_priority_inn_or_seed_match,PCT,true
REVOLADE,REVOLADE 50mg Comp.Pell. Bt 28,50mg,no_priority_inn_or_seed_match,PCT,true
RGEO,RGEO 40mg Gél.Gastro-résist. Bt 14,40mg,no_priority_inn_or_seed_match,PCT,true
RGEO,RGEO 40mg Gél.Gastro-résist. Bt 28,40mg,no_priority_inn_or_seed_match,PCT,true
RHESONATIV,RHESONATIV 625UI/ml Sol.Inj. Bt 1/2ml (F),625UI,no_priority_inn_or_seed_match,PCT,true
RHINATHIOL,RHINATHIOL 2% Sirop Fl 125ml,2%,no_priority_inn_or_seed_match,PCT,true
RHINATHIOL,RHINATHIOL 5% Sirop Fl 300ml,5%,no_priority_inn_or_seed_match,PCT,true
RHINOFLUIMUCIL Sol.P.Pulv.Nas. Fl,RHINOFLUIMUCIL Sol.P.Pulv.Nas. Fl 10ml,10ml,no_priority_inn_or_seed_match,PCT,true
RHINOSTOP,RHINOSTOP Comp.Enr. Bt 20,,no_priority_inn_or_seed_match,PCT,true
RHINOSTOP Sirop Fl,RHINOSTOP Sirop Fl 100ml,100ml,no_priority_inn_or_seed_match,PCT,true
RHOPHYLAC 300µg/,RHOPHYLAC 300µg/2ml Sol.Inj. Bt 1Ser. Pré-remplie/2ml (F),2ml,no_priority_inn_or_seed_match,PCT,true
RHUMAGRIP,RHUMAGRIP Comp.Séc. Bt 20,,no_priority_inn_or_seed_match,PCT,true
RHUTAGEL,"RHUTAGEL 2,5% Gel. Derm. Tb 50gr","2,5%",no_priority_inn_or_seed_match,PCT,true
RHUTAsuppo,RHUTAsuppo 100mg Suppo. Bt 10,100mg,no_priority_inn_or_seed_match,PCT,true
RHUVEX,RHUVEX ADULTE Glés.P.Susp.Buv. Bt 8Sach.,,no_priority_inn_or_seed_match,PCT,true
RHUVEX,RHUVEX ADULTE S.Sucre Glés.P.Susp.Buv. Bt 8Sachets,,no_priority_inn_or_seed_match,PCT,true
RHUVEX,RHUVEX ENFANT Glés.P.Susp.Buv. Bt 8Sach.,,no_priority_inn_or_seed_match,PCT,true
RHUVEX ADULTE TOUX SECHE,RHUVEX ADULTE TOUX SECHE 0.3% Sirop Bt 1Fl/150ml,0.3%,no_priority_inn_or_seed_match,PCT,true
RHUVEX ENFANTS TOUX SECHE,RHUVEX ENFANTS TOUX SECHE 0.1% Sirop Bt 1Fl/150ml,0.1%,no_priority_inn_or_seed_match,PCT,true
RHUVEX JOUR ET NUIT Comp. et Gél. Bt 12 Comp.+,RHUVEX JOUR ET NUIT Comp. et Gél. Bt 12 Comp.+4 Gél.,4G,no_priority_inn_or_seed_match,PCT,true
RIABAL Enf. Sol.Buv. Fl,RIABAL Enf. Sol.Buv. Fl 50ml,50ml,no_priority_inn_or_seed_match,PCT,true
RIBERYN,RIBERYN 200mg Comp.Pell. Fl 56,200mg,no_priority_inn_or_seed_match,PCT,true
RICARDYL,RICARDYL 200mg Comp.Séc. Bt 20,200mg,no_priority_inn_or_seed_match,PCT,true
RIFADINE Pdre.P.Prép.Inj.,RIFADINE Pdre.P.Prép.Inj. 600mg/Fl Bt 1+1(10ml),600mg,no_priority_inn_or_seed_match,PCT,true
RIFAMYCINE CHIBRET,RIFAMYCINE CHIBRET 1MUI % Collyre Fl 10ml,1MUI,no_priority_inn_or_seed_match,PCT,true
RIFAMYCINE CHIBRET 1000,RIFAMYCINE CHIBRET 1000 000UI/100gr Pde.Opht. Tb 5gr,000UI/100g,no_priority_inn_or_seed_match,PCT,true
RIFIXINE,RIFIXINE 200mg Comp.Pell. Bt 12,200mg,no_priority_inn_or_seed_match,PCT,true
RIFIXINE 200,RIFIXINE 200 200mg Comp.Pell. Bt 40,200mg,no_priority_inn_or_seed_match,PCT,true
RIFOCINE,RIFOCINE 250mg Sol.Inj. Bt 1/3ml (F),250mg,no_priority_inn_or_seed_match,PCT,true
RILAMIG,RILAMIG 2.5mg Comp.Pell. Bt 2,2.5mg,no_priority_inn_or_seed_match,PCT,true
RILAMIG,RILAMIG 2.5mg Comp.Pell. Bt 6,2.5mg,no_priority_inn_or_seed_match,PCT,true
RINGER LACTATE Sol.Inj.P.Perf. Fl,RINGER LACTATE Sol.Inj.P.Perf. Fl 500ml,500ml,no_priority_inn_or_seed_match,PCT,true
RINGER LACTATE Sol.Inj.P.Perf. Poche,RINGER LACTATE Sol.Inj.P.Perf. Poche 500ml,500ml,no_priority_inn_or_seed_match,PCT,true
RINOCLENIL,RINOCLENIL 100µg/dose Susp.Nasale Fl 200doses,,no_priority_inn_or_seed_match,PCT,true
RINOSAL,RINOSAL 50µg Spray Nasal Fl 120 doses,,no_priority_inn_or_seed_match,PCT,true
RISDONE,RISDONE 1mg/ml Sol.Buv. Fl 100ml,1mg,no_priority_inn_or_seed_match,PCT,true
RISEK,RISEK 40mg Pdre.P.Prép.Inj. Bt 1Fl SS,40mg,no_priority_inn_or_seed_match,PCT,true
RISOMAX,RISOMAX 0.05% Susp. Nasale Fl 140Doses,0.05%,no_priority_inn_or_seed_match,PCT,true
RISONEL,RISONEL 35mg Comp.Pell. Bt 12,35mg,no_priority_inn_or_seed_match,PCT,true
RISONEL,RISONEL 35mg Comp.Pell. Bt 4,35mg,no_priority_inn_or_seed_match,PCT,true
RISPER ORO,RISPER ORO 2mg Comp.Orodisp. Bt 30,2mg,no_priority_inn_or_seed_match,PCT,true
RISPER ORO,RISPER ORO 2mg Comp.Orodisp. Bt 60,2mg,no_priority_inn_or_seed_match,PCT,true
RISPERDAL,RISPERDAL 1mg/ml Sol.Buv. Fl 60ml,1mg,no_priority_inn_or_seed_match,PCT,true
RISPERDAL,RISPERDAL 2mg Comp.Séc. Bt 60,2mg,no_priority_inn_or_seed_match,PCT,true
RISPERIDONE TERIAK,RISPERIDONE TERIAK 1mg/ml Sol.Buv. Fl 60ml,1mg,no_priority_inn_or_seed_match,PCT,true
RISPERIDONE TERIAK,RISPERIDONE TERIAK 4mg Comp.Pell.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
RISPERIDONE-TERIAK,RISPERIDONE-TERIAK 2mg Comp.Pell.Séc. Bt 20,2mg,no_priority_inn_or_seed_match,PCT,true
RISPERIDONE-TERIAK,RISPERIDONE-TERIAK 2mg Comp.Pell.Séc. Bt 60,2mg,no_priority_inn_or_seed_match,PCT,true
RITALIN,RITALIN 10mg Comp.Séc. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
RIVA,RIVA 10mg Comp.Pell. Bt 10,10mg,no_priority_inn_or_seed_match,PCT,true
RIVA,RIVA 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
RIVA,RIVA 15mg Comp.Pell. Bt 28,15mg,no_priority_inn_or_seed_match,PCT,true
RIVA,RIVA 15mg Comp.Pell. Bt 42,15mg,no_priority_inn_or_seed_match,PCT,true
RIVA,RIVA 20mg Comp.Pell. Bt 10,20mg,no_priority_inn_or_seed_match,PCT,true
RIVA,RIVA 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
RIVETAL,RIVETAL 1.5mg Gél. Bt 28,1.5mg,no_priority_inn_or_seed_match,PCT,true
RIVETAL,RIVETAL 3mg Gél. Bt 28,3mg,no_priority_inn_or_seed_match,PCT,true
RIVETAL,RIVETAL 4.5mg Gél. Bt 28,4.5mg,no_priority_inn_or_seed_match,PCT,true
RIVETAL,RIVETAL 6mg Gél. Bt 28,6mg,no_priority_inn_or_seed_match,PCT,true
ROCGEL,ROCGEL 1.2gr Susp.Buv. Bt 24Sachets,1.2g,no_priority_inn_or_seed_match,PCT,true
ROCOR 10,ROCOR 10 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROCOR 20,ROCOR 20 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
RODOGYL 750mU/,RODOGYL 750mU/125mg Comp.Pell. Bt 20,125mg,no_priority_inn_or_seed_match,PCT,true
ROLENIUM,ROLENIUM 250µg/50µg Pdre.P.Inhal.Bucc. Bt 60 Blisters+Inhal.,,no_priority_inn_or_seed_match,PCT,true
ROLENIUM,ROLENIUM 500µg/50µg Pdre.P.Inhal.Bucc. Bt 60 Blisters+Inhal.,,no_priority_inn_or_seed_match,PCT,true
ROMPALGINE,ROMPALGINE 400mg/50mg/20mg Comp. Bt 20,400mg/50mg,no_priority_inn_or_seed_match,PCT,true
RONALIN,RONALIN 2.5mg Comp.Séc. Bt 30,2.5mg,no_priority_inn_or_seed_match,PCT,true
ROPIVACAINE INFOMED,ROPIVACAINE INFOMED 2mg/ml Sol.Inj.P.Perf. Poche /200ml,2mg,no_priority_inn_or_seed_match,PCT,true
ROPIVACAINE KABI,ROPIVACAINE KABI 2mg/ml Sol. Inj. Bt 5Amp./20ml,2mg,no_priority_inn_or_seed_match,PCT,true
ROPIVACAINE KABI,ROPIVACAINE KABI 5mg/ml Sol. Inj. Bt 5 Amp/10ml,5mg,no_priority_inn_or_seed_match,PCT,true
ROPIVACAINE KABI,ROPIVACAINE KABI 7.5mg/ml Sol. Inj. Bt 5Amp./20ml,7.5mg,no_priority_inn_or_seed_match,PCT,true
ROSACT,ROSACT 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROSACT,ROSACT 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ROSAL,ROSAL 20mg Gél. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ROSAL,ROSAL 20mg Gél. Bt 300,20mg,no_priority_inn_or_seed_match,PCT,true
ROSULIP,ROSULIP 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROSULIP,ROSULIP 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ROSULIP,ROSULIP 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ROSUVANS,ROSUVANS 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROSUVANS,ROSUVANS 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ROSUVANS,ROSUVANS 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ROSUVASCOR,ROSUVASCOR 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROSUVASCOR,ROSUVASCOR 10mg Comp.Pell. Bt 90,10mg,no_priority_inn_or_seed_match,PCT,true
ROSUVASCOR,ROSUVASCOR 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ROSUVASCOR,ROSUVASCOR 20mg Comp.Pell. Bt 90,20mg,no_priority_inn_or_seed_match,PCT,true
ROSUVASCOR,ROSUVASCOR 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ROSUVASCOR,ROSUVASCOR 5mg Comp.Pell. Bt 90,5mg,no_priority_inn_or_seed_match,PCT,true
ROSUVAST 10,ROSUVAST 10 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROSUVAST 20,ROSUVAST 20 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ROSUVAST 5,ROSUVAST 5 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
ROSUVASTATINE SANOFI,ROSUVASTATINE SANOFI 10mg Comp.Pell.Séc. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROVAMYCINE,ROVAMYCINE 1.5MUI Comp.Pell.Séc. Bt 16,1.5MUI,no_priority_inn_or_seed_match,PCT,true
ROVAMYCINE,ROVAMYCINE 3MU Comp.Pell. Bt 10,,no_priority_inn_or_seed_match,PCT,true
ROXAM,ROXAM 20mg Gél. Bt 15,20mg,no_priority_inn_or_seed_match,PCT,true
ROXAM,ROXAM 20mg Pdre.P.Sol.Or. Bt 8 Sach.,20mg,no_priority_inn_or_seed_match,PCT,true
ROXAM,ROXAM 20mg Sol.Inj. Bt 2/1ml,20mg,no_priority_inn_or_seed_match,PCT,true
ROXAM,ROXAM 20mg Suppo. Bt 15,20mg,no_priority_inn_or_seed_match,PCT,true
ROXAMED,ROXAMED 150mg Comp.Pell. Bt 12,150mg,no_priority_inn_or_seed_match,PCT,true
ROXIMAX,ROXIMAX 150mg Comp.Pell. Séc. Bt 12,150mg,no_priority_inn_or_seed_match,PCT,true
ROXIMAX,ROXIMAX 150mg Comp.Pell.Séc. Bt 16,150mg,no_priority_inn_or_seed_match,PCT,true
ROXITHROMYCINE WINTHROP,ROXITHROMYCINE WINTHROP 150mg Comp pell. Bt 12,150mg,no_priority_inn_or_seed_match,PCT,true
ROZUVIE 10,ROZUVIE 10 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
ROZUVIE 10,ROZUVIE 10 10mg Comp.Pell. Bt 90,10mg,no_priority_inn_or_seed_match,PCT,true
ROZUVIE 20,ROZUVIE 20 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
ROZUVIE 20,ROZUVIE 20 20mg Comp.Pell. Bt 90,20mg,no_priority_inn_or_seed_match,PCT,true
ROZUVIE 5,ROZUVIE 5 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
RUGDAL,RUGDAL 20mg Gél. Gastro-résist. Fl 16,20mg,no_priority_inn_or_seed_match,PCT,true
RUGDAL,RUGDAL 20mg Gél. Gastro-résist. Fl 30,20mg,no_priority_inn_or_seed_match,PCT,true
RUGDAL,RUGDAL 20mg Gél. Gastro-résist. Fl 8,20mg,no_priority_inn_or_seed_match,PCT,true
RUGDAL,RUGDAL 40mg Gél. Gastro-résist. Fl 16,40mg,no_priority_inn_or_seed_match,PCT,true
RUGDAL,RUGDAL 40mg Gél. Gastro-résist. Fl 30,40mg,no_priority_inn_or_seed_match,PCT,true
RUGDAL,RUGDAL 40mg Gél. Gastro-résist. Fl 8,40mg,no_priority_inn_or_seed_match,PCT,true
RULID,RULID 150mg Comp.Pell. Bt 12,150mg,no_priority_inn_or_seed_match,PCT,true
RUSCOLOG Crème Rectale Tb,RUSCOLOG Crème Rectale Tb 20gr,20g,no_priority_inn_or_seed_match,PCT,true
RYZODEG FLEX TOUCH 100U/ml Sol.Inj. Bt 5 Stylos pré-remplis/,RYZODEG FLEX TOUCH 100U/ml Sol.Inj. Bt 5 Stylos pré-remplis/3ml (F),3ml,no_priority_inn_or_seed_match,PCT,true
SABRIL,SABRIL 500mg Comp.Pell. Bt 60,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFLU,SAIFLU 30mg Gél. Bt 10,30mg,no_priority_inn_or_seed_match,PCT,true
SAIFLU 75,SAIFLU 75 75mg Gél. Bt 10,75mg,no_priority_inn_or_seed_match,PCT,true
SAIFORAL,SAIFORAL 250mg Pdre.P.Susp.Or. Fl 60ml,250mg,no_priority_inn_or_seed_match,PCT,true
SAIFORAL,SAIFORAL 500mg Gél. Bt 12,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFORAL,SAIFORAL 500mg Gél. Bt 24,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFORAL,SAIFORAL 500mg Pdre.P.Susp.Or. Fl 60ml,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 1000mg Comp.Enr. Bt 12,1000mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 1g Comp.Disp.Séc. Bt 24,1g,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 1gr Comp.Disper.Séc. Bt 14,1g,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 250mg Pdre.P.Susp.Or. Fl 100ml,250mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 250mg/5ml Pdre.P.Susp.Or. Fl 60ml,250mg/5ml,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 500mg Comp.Disper.Séc. Bt 24,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 500mg Comp.Pell. Bt 12,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 500mg Comp.Pell. Bt 24,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 500mg Gél. Bt 120,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 500mg Pdre.P.Susp.Or. Fl 100ml,500mg,no_priority_inn_or_seed_match,PCT,true
SAIFOXYL,SAIFOXYL 500mg Pdre.P.Susp.Or. Fl 60ml,500mg,no_priority_inn_or_seed_match,PCT,true
SALAZOPYRINE,SALAZOPYRINE 500mg Comp.Gastro-résist. Fl 100,500mg,no_priority_inn_or_seed_match,PCT,true
SALBUMOL,"SALBUMOL 0,5mg/ml Amp. inj. Bt 6/1ml","0,5mg",no_priority_inn_or_seed_match,PCT,true
SALBUMOL,SALBUMOL 0.5mg Sol.Inj. Bt 6/1ml,0.5mg,no_priority_inn_or_seed_match,PCT,true
SALBUTAMOL SIMED,SALBUTAMOL SIMED 2mg/5ml Sirop Fl 150ml,2mg/5ml,no_priority_inn_or_seed_match,PCT,true
SANCUSO,SANCUSO 34.3mg (3.1mg/24h) Dispos.Trans-dermique Bt 1Patch,34.3mg,no_priority_inn_or_seed_match,PCT,true
SANDIMMUM,SANDIMMUM 50mg Sol.Inj. Bt 10/1ml,50mg,no_priority_inn_or_seed_match,PCT,true
SANDIMMUM NEORAL,SANDIMMUM NEORAL 100mg Caps. Molle Bt 50,100mg,no_priority_inn_or_seed_match,PCT,true
SANDIMMUM NEORAL,SANDIMMUM NEORAL 100mg/ml Sol.Buv. Fl 50ml,100mg,no_priority_inn_or_seed_match,PCT,true
SANDIMMUM NEORAL,SANDIMMUM NEORAL 25mg Caps. Molle Bt 50,25mg,no_priority_inn_or_seed_match,PCT,true
SANDIMMUM NEORAL,SANDIMMUM NEORAL 50mg Caps. Molle Bt 50,50mg,no_priority_inn_or_seed_match,PCT,true
SANDIMMUN,SANDIMMUN 250mg Sol.Inj. Bt 10/5ml,250mg,no_priority_inn_or_seed_match,PCT,true
SANDOSTATINE,"SANDOSTATINE 0,05mg/ml Sol. Inj. Bt 5/1ml (F)","0,05mg",no_priority_inn_or_seed_match,PCT,true
SANDOSTATINE Amp inj 100µg,SANDOSTATINE Amp inj 100µg 1ml Bt 5 (F),1ml,no_priority_inn_or_seed_match,PCT,true
SANDOSTATINE LAR,SANDOSTATINE LAR 20mg Pdre.P.Susp.Inj. Bt 1Fl+Ser. Pré-remplie de solv. (F),20mg,no_priority_inn_or_seed_match,PCT,true
SANDOSTATINE LAR,SANDOSTATINE LAR 30mg Pdre.P.Susp.Inj. Bt 1Fl+Ser. Pré-remplie de Solv.+2Aig (F),30mg,no_priority_inn_or_seed_match,PCT,true
SARGENOR,SARGENOR 1gr Amp.Buv. Bt 20/5ml,1g,no_priority_inn_or_seed_match,PCT,true
SARGENOR,SARGENOR SANS SUCRE Comp à croquer Bt 18,,no_priority_inn_or_seed_match,PCT,true
SAVEROL Gel Derm. Tb,SAVEROL Gel Derm. Tb 70gr,70g,no_priority_inn_or_seed_match,PCT,true
SAVEROL Sol. Bucc. Fl,SAVEROL Sol. Bucc. Fl 400ml,400ml,no_priority_inn_or_seed_match,PCT,true
SCITOPLEX 10,SCITOPLEX 10 10mg Comp.Pell.Séc. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
SCLERA,SCLERA 120mg Gél.Gastro-résist. Bt 14,120mg,no_priority_inn_or_seed_match,PCT,true
SCLERA,SCLERA 240mg Gél. Gastro-résistante Bt 60,240mg,no_priority_inn_or_seed_match,PCT,true
SECTRAL,SECTRAL 200mg Comp.Pell. Bt 20,200mg,no_priority_inn_or_seed_match,PCT,true
SECTRAL,SECTRAL 400mg Comp.Pell. Bt 30,400mg,no_priority_inn_or_seed_match,PCT,true
SEDATIF,SEDATIF PC Comp. Bt 90,,no_priority_inn_or_seed_match,PCT,true
SEDATYL,SEDATYL 100mg Sol.Inj. Bt 4/2ml,100mg,no_priority_inn_or_seed_match,PCT,true
SEEBRI,SEEBRI BREEZHALER 44µg Pdre.P.Inh.Bucc. Bt 30+Inh.,,no_priority_inn_or_seed_match,PCT,true
SELEXID,SELEXID 200mg Comp.Enr. Bt 12,200mg,no_priority_inn_or_seed_match,PCT,true
SEPTEAL,SEPTEAL 0.5% Sol.Ext. Fl 250ml,0.5%,no_priority_inn_or_seed_match,PCT,true
SEPTISAN,SEPTISAN 0.5% Sol.Ext. Fl 250ml,0.5%,no_priority_inn_or_seed_match,PCT,true
SEPTISAN,SEPTISAN 0.5% Sol.Ext. Fl 500ml,0.5%,no_priority_inn_or_seed_match,PCT,true
SERC,SERC 8mg Comp. Bt 60,8mg,no_priority_inn_or_seed_match,PCT,true
SERESTA,SERESTA 10mg Comp. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
SERESTA,SERESTA 50mg Comp.Séc. Bt 20,50mg,no_priority_inn_or_seed_match,PCT,true
SERETIDE,SERETIDE 50µg/25µg/Dose Susp.P.Inhal. Fl 120Doses,,no_priority_inn_or_seed_match,PCT,true
SERETIDE,SERETIDE DISKUS 100/50 Pdre.P.Inhal.Bucc. Fl 60Doses,,no_priority_inn_or_seed_match,PCT,true
SERETIDE,SERETIDE DISKUS 250/50 Pdre.P.Inhal.Bucc. Fl 60Doses,,no_priority_inn_or_seed_match,PCT,true
SERETIDE,SERETIDE DISKUS 500/50 Pdre.P.Inhal.Bucc. Fl 60Doses,,no_priority_inn_or_seed_match,PCT,true
SERO-TET,SERO-TET 250UI Sol.Inj. Bt 1Fl/1.1ml,250UI,no_priority_inn_or_seed_match,PCT,true
