brand_name,full_label,strength,reason,source,needs_manual_review
CO-ZARTAN,CO-ZARTAN 50mg/12.5mg Comp.Pell.Séc. Bt 30,50mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
CO-ZARTAN,CO-ZARTAN 50mg/12.5mg Comp.Pell.Séc. Bt 90,50mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
CO-ZARTAN FORT,CO-ZARTAN FORT 100mg/25mg Comp.Pell. Bt 30,100mg/25mg,no_priority_inn_or_seed_match,PCT,true
CO-ZARTAN FORT,CO-ZARTAN FORT 100mg/25mg Comp.Pell. Bt 90,100mg/25mg,no_priority_inn_or_seed_match,PCT,true
COAPROVEL,COAPROVEL 150mg/12.5mg Comp.Pell. Bt 30,150mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROVEL,COAPROVEL 150mg/12.5mg Comp.Pell. Bt 90,150mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROVEL,COAPROVEL 300mg/12.5mg Comp.Pell. Bt 30,300mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROVEL,COAPROVEL 300mg/12.5mg Comp.Pell. Bt 90,300mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROVEL,COAPROVEL 300mg/25mg Comp.Pell. Bt 30,300mg/25mg,no_priority_inn_or_seed_match,PCT,true
COAPROVEL,COAPROVEL 300mg/25mg Comp.Pell. Bt 90,300mg/25mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 150mg/12.5mg Comp.Pell. Bt 28,150mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 150mg/12.5mg Comp.Pell. Bt 30,150mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 150mg/12.5mg Comp.Pell. Bt 90,150mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 300mg/12.5mg Comp.Pell. Bt 28,300mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 300mg/12.5mg Comp.Pell. Bt 30,300mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 300mg/12.5mg Comp.Pell. Bt 90,300mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 300mg/25mg Comp.Pell. Bt 30,300mg/25mg,no_priority_inn_or_seed_match,PCT,true
COAPROZAR,COAPROZAR 300mg/25mg Comp.Pell. Bt 90,300mg/25mg,no_priority_inn_or_seed_match,PCT,true
COARAVEN,COARAVEN 150mg/12.5mg Comp.Pell. Bt 30,150mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COARAVEN,COARAVEN 150mg/12.5mg Comp.Pell. Bt 90,150mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COARAVEN,COARAVEN 300mg/12.5mg Comp.Pell. Bt 30,300mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COARAVEN,COARAVEN 300mg/12.5mg Comp.Pell. Bt 90,300mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COARAVEN,COARAVEN 300mg/25mg Comp.Pell. Bt 30,300mg/25mg,no_priority_inn_or_seed_match,PCT,true
COARAVEN,COARAVEN 300mg/25mg Comp.Pell. Bt 90,300mg/25mg,no_priority_inn_or_seed_match,PCT,true
COCCULINE,COCCULINE Comp.Orodisp. Bt 40,,no_priority_inn_or_seed_match,PCT,true
COLCHICINE Comp,COLCHICINE Comp 1mg Bt 20,1mg,no_priority_inn_or_seed_match,PCT,true
COLCHICINE OPOCALCIUM,COLCHICINE OPOCALCIUM 1mg Comp. Bt 20,1mg,no_priority_inn_or_seed_match,PCT,true
COLIMYCINE,COLIMYCINE 1MUI Pdre.P.Prép.Inj. Bt 50 Fl SS,1MUI,no_priority_inn_or_seed_match,PCT,true
COLLARGOL,COLLARGOL 5% Pde.Derm.Tb 10gr,5%,no_priority_inn_or_seed_match,PCT,true
COLLUXID,COLLUXID 0.1% Soluté Buccal Fl 120ml,0.1%,no_priority_inn_or_seed_match,PCT,true
COLLYRE BLEU LAITER Collyre Fl,COLLYRE BLEU LAITER Collyre Fl 10ml,10ml,no_priority_inn_or_seed_match,PCT,true
COLOCALM,COLOCALM 160mg Comp.Orodisp. Bt 15,160mg,no_priority_inn_or_seed_match,PCT,true
COLOCALM,COLOCALM 80mg Comp.Orodisp. Bt 20,80mg,no_priority_inn_or_seed_match,PCT,true
COLOSPASMYL,COLOSPASMYL 0.787g% Glés.P.Susp.Buv. Fl 250ml,0.787g,no_priority_inn_or_seed_match,PCT,true
COLOSPASMYL,COLOSPASMYL 100mg Comp.Pell. Bt 30,100mg,no_priority_inn_or_seed_match,PCT,true
COLOSPASMYL,COLOSPASMYL 200mg Comp.Séc. Bt 15,200mg,no_priority_inn_or_seed_match,PCT,true
COLOSPASMYL,COLOSPASMYL 74.4mg Granulés P.Susp.Buv. Bt 30Sachets,74.4mg,no_priority_inn_or_seed_match,PCT,true
COLPRONE 5,COLPRONE 5 5mg Comp. Bt 20,5mg,no_priority_inn_or_seed_match,PCT,true
COLTRAMYL,COLTRAMYL 4mg Comp.Séc. Bt 12,4mg,no_priority_inn_or_seed_match,PCT,true
COMBIFOR,COMBIFOR 200mcg/12mcg Pdre.P.Inhal.Bucc. Bt 120 Gél (60Gél Aeronide+60Gél Aerofor),200mcg/12mcg,no_priority_inn_or_seed_match,PCT,true
COMBIFOR,COMBIFOR 400mcg/12mcg Pdre.P.Inh.Bucc. Bt 120Gél (60Gél Aeronide+60Gél Aerofor),400mcg/12mcg,no_priority_inn_or_seed_match,PCT,true
COMBIGAN Collyre Fl,COMBIGAN Collyre Fl 5ml,5ml,no_priority_inn_or_seed_match,PCT,true
COMTAN,COMTAN 200mg Comp.Pell. Fl 30,200mg,no_priority_inn_or_seed_match,PCT,true
CONCOR AMLO,CONCOR AMLO 10mg/10mg Comp. Bt 30,10mg/10mg,no_priority_inn_or_seed_match,PCT,true
CONCOR AMLO,CONCOR AMLO 10mg/5mg Comp. Bt 30,10mg/5mg,no_priority_inn_or_seed_match,PCT,true
CONCOR AMLO,CONCOR AMLO 5mg/10mg Comp. Bt 30,5mg/10mg,no_priority_inn_or_seed_match,PCT,true
CONCOR AMLO,CONCOR AMLO 5mg/5mg Comp. Bt 30,5mg/5mg,no_priority_inn_or_seed_match,PCT,true
CONNETTIVINA,CONNETTIVINA 0.2% Crème Derm. Tb 15gr,0.2%,no_priority_inn_or_seed_match,PCT,true
CONNETTIVINA,CONNETTIVINA 2mg Compresse Imprégnée Stérile Bt 10/10x10cm,2mg,no_priority_inn_or_seed_match,PCT,true
CONNETTIVINA,CONNETTIVINA PLUS Compresse Imprégnée Stérile Bt 10/10x10cm,,no_priority_inn_or_seed_match,PCT,true
CONNETTIVINA PLUS Crème Derm. Tb,CONNETTIVINA PLUS Crème Derm. Tb 25gr,25g,no_priority_inn_or_seed_match,PCT,true
CONTRATHION,CONTRATHION 2% Pdre.P.Prép.Inj. Bt 10 +Solv./10ml,2%,no_priority_inn_or_seed_match,PCT,true
CONVERTAL,CONVERTAL 25mg Comp.Séc.Bt 30,25mg,no_priority_inn_or_seed_match,PCT,true
CONVERTAL,CONVERTAL 50mg Comp.Séc.Bt 30,50mg,no_priority_inn_or_seed_match,PCT,true
COOLMETEC,COOLMETEC 20mg/12.5mg Comp.Pell. Bt 30,20mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COOLMETEC,COOLMETEC 20mg/25mg Comp.Pell. Bt 30,20mg/25mg,no_priority_inn_or_seed_match,PCT,true
COPIGREL,COPIGREL 75mg Comp.Pell. Bt 30,75mg,no_priority_inn_or_seed_match,PCT,true
COPIGREL,COPIGREL 75mg Comp.Pell. Bt 60,75mg,no_priority_inn_or_seed_match,PCT,true
COPIGREL,COPIGREL 75mg Comp.Pell. Bt 90,75mg,no_priority_inn_or_seed_match,PCT,true
COPRED EFF,COPRED EFF 20mg Comp.Effervesc. Fl 10,20mg,no_priority_inn_or_seed_match,PCT,true
COPRED ODT,COPRED ODT 20mg Comp.Orodisp. Bt 10,20mg,no_priority_inn_or_seed_match,PCT,true
COPRED ODT,COPRED ODT 20mg Comp.Orodisp. Bt 20,20mg,no_priority_inn_or_seed_match,PCT,true
COPRED ODT,COPRED ODT 20mg Comp.Orodisp. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
COPRED ODT,COPRED ODT 5mg Comp.Orodisp. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
CORAPRIL,CORAPRIL 10mg/12.5mg Comp.Séc. Bt 30,10mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
CORAPRIL,CORAPRIL 10mg/25mg Comp.Séc. Bt 30,10mg/25mg,no_priority_inn_or_seed_match,PCT,true
CORAPRIL,CORAPRIL 5mg/25mg Comp.Séc. Bt 30,5mg/25mg,no_priority_inn_or_seed_match,PCT,true
CORAPRIL,CORAPRIL 5mg/25mg Comp.Séc. Bt 90,5mg/25mg,no_priority_inn_or_seed_match,PCT,true
CORDARONE,CORDARONE 150mg Sol.Inj. Bt 6/3ml,150mg,no_priority_inn_or_seed_match,PCT,true
CORDARONE,CORDARONE 200mg Comp.Séc. Bt 20,200mg,no_priority_inn_or_seed_match,PCT,true
CORICIDE VERRUCIDE LIQUIDE Sol.Ext. Fl,CORICIDE VERRUCIDE LIQUIDE Sol.Ext. Fl 5ml,5ml,no_priority_inn_or_seed_match,PCT,true
CORNEREGEL,CORNEREGEL 5% Gel Ophtal. Tb 10gr,5%,no_priority_inn_or_seed_match,PCT,true
COROTROPE,COROTROPE 10mg/10ml Sol. Inj Bt 10x10ml,10mg/10ml,no_priority_inn_or_seed_match,PCT,true
CORRECTOL Collyre Fl,CORRECTOL Collyre Fl 10ml,10ml,no_priority_inn_or_seed_match,PCT,true
CORTEF,CORTEF 10mg Comp.Séc. Fl 100,10mg,no_priority_inn_or_seed_match,PCT,true
CORTEMA,"CORTEMA 0,01% Lotion Fl 30ml","0,01%",no_priority_inn_or_seed_match,PCT,true
CORTEMA 0.01,"CORTEMA 0.01 0,01% Pde. Derm. Tb 50gr","0,01%",no_priority_inn_or_seed_match,PCT,true
CORTEMA 0.01,CORTEMA 0.01 0.01% Pde.Derm. Tb 20gr,0.01%,no_priority_inn_or_seed_match,PCT,true
CORTEMA APG,"CORTEMA APG 0,05% Crème Derm. Tb 15gr","0,05%",no_priority_inn_or_seed_match,PCT,true
CORTEMA GEL,"CORTEMA GEL 0,025% Gel Derm. Tb 30gr","0,025%",no_priority_inn_or_seed_match,PCT,true
CORTEMA GRAS,CORTEMA GRAS 0.05% Pde.Derm. Tb 15gr,0.05%,no_priority_inn_or_seed_match,PCT,true
CORTEMA NEOMYCINE Pde.Derm. Tb,CORTEMA NEOMYCINE Pde.Derm. Tb 15gr,15g,no_priority_inn_or_seed_match,PCT,true
CORTINASE,CORTINASE 64mcg/Dose Susp.Nas. Fl 120 doses,64mcg,no_priority_inn_or_seed_match,PCT,true
CORTIS,CORTIS 100µg Sol.P.Inhal. Fl 100Doses,,no_priority_inn_or_seed_match,PCT,true
CORTIS,CORTIS 250µg 250µg Susp.P.Inhal. Fl 200 Doses,,no_priority_inn_or_seed_match,PCT,true
CORTIS,CORTIS 250µg Susp.P.Inhal. Fl 200 Doses,,no_priority_inn_or_seed_match,PCT,true
CORTIS,CORTIS 50µg Susp.P.Inhal. Fl 200 Doses,,no_priority_inn_or_seed_match,PCT,true
CORVASAL,CORVASAL 2mg Comp.Séc. Bt 30,2mg,no_priority_inn_or_seed_match,PCT,true
CORVASAL,CORVASAL 4mg Comp.Séc. Bt 30,4mg,no_priority_inn_or_seed_match,PCT,true
CORYZALIA,CORYZALIA Comp.Orodisp. Bt 40,,no_priority_inn_or_seed_match,PCT,true
COSENTYX,COSENTYX 150mg/ml Sol.Inj. Bt 2Stylos pré-remplis (F),150mg,no_priority_inn_or_seed_match,PCT,true
COSIMPREL,COSIMPREL 10mg/10mg Comp.Pell. Bt 30,10mg/10mg,no_priority_inn_or_seed_match,PCT,true
COSIMPREL,COSIMPREL 10mg/5mg Comp.Pell.Séc. Bt 30,10mg/5mg,no_priority_inn_or_seed_match,PCT,true
COSIMPREL,COSIMPREL 5mg/10mg Comp.Pell.Séc. Bt 30,5mg/10mg,no_priority_inn_or_seed_match,PCT,true
COSIMPREL,COSIMPREL 5mg/5mg Comp.Pell.Séc. Bt 30,5mg/5mg,no_priority_inn_or_seed_match,PCT,true
COSOPT Collyre Fl,COSOPT Collyre Fl 5ml,5ml,no_priority_inn_or_seed_match,PCT,true
COTAREG,COTAREG 160mg/12.5mg Comp.Pell. Bt 28,160mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COTAREG,COTAREG 160mg/25mg Comp.Pell. Bt 30,160mg/25mg,no_priority_inn_or_seed_match,PCT,true
COTAREG,COTAREG 160mg/25mg Comp.Pell. Bt 90,160mg/25mg,no_priority_inn_or_seed_match,PCT,true
COTAREG,COTAREG 80mg/12.5mg Comp.Pell. Bt 30,80mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COTAREG,COTAREG 80mg/12.5mg Comp.Pell. Bt 90,80mg/12.5mg,no_priority_inn_or_seed_match,PCT,true
COTRIMOX,COTRIMOX 480mg Comp. Bt 150,480mg,no_priority_inn_or_seed_match,PCT,true
COTRIMOX,COTRIMOX 480mg Comp. Bt 20,480mg,no_priority_inn_or_seed_match,PCT,true
COVERAM,COVERAM 10mg/10mg Comp. Fl 30,10mg/10mg,no_priority_inn_or_seed_match,PCT,true
COVERAM,COVERAM 10mg/5mg Comp. Fl 30,10mg/5mg,no_priority_inn_or_seed_match,PCT,true
COVERAM,COVERAM 5mg/10mg Comp. Fl 30,5mg/10mg,no_priority_inn_or_seed_match,PCT,true
COVERAM,COVERAM 5mg/5mg Comp. Fl 30,5mg/5mg,no_priority_inn_or_seed_match,PCT,true
COVERSYL,COVERSYL 10mg Comp.Pell. Fl 30,10mg,no_priority_inn_or_seed_match,PCT,true
COVERSYL,COVERSYL 5mg Comp.Pell. Fl 30,5mg,no_priority_inn_or_seed_match,PCT,true
COXIBREX,COXIBREX 200mg Gél. Bt 10,200mg,no_priority_inn_or_seed_match,PCT,true
COXIBREX,COXIBREX 200mg Gél. Bt 20,200mg,no_priority_inn_or_seed_match,PCT,true
COXIBREX,COXIBREX 200mg Gél. Bt 30,200mg,no_priority_inn_or_seed_match,PCT,true
CREON,CREON 25000UI 300mg Gél.Gastro-résist. Fl 60,25000UI,no_priority_inn_or_seed_match,PCT,true
CREON 12000U,CREON 12000U 150mg Gél. Fl 60,150mg,no_priority_inn_or_seed_match,PCT,true
CRESTOR,CRESTOR 10mg Comp.Pell. Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
CRESTOR,CRESTOR 20mg Comp.Pell. Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
CRESTOR,CRESTOR 5mg Comp.Pell. Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
CURACNE,CURACNE 40mg Caps.Molle Bt 30,40mg,no_priority_inn_or_seed_match,PCT,true
CURACNE Gé,CURACNE Gé 10mg Caps.Molle Bt 30,10mg,no_priority_inn_or_seed_match,PCT,true
CURACNE Gé,CURACNE Gé 20mg Caps.Molle Bt 30,20mg,no_priority_inn_or_seed_match,PCT,true
CURACNE Gé,CURACNE Gé 5mg Caps.Molle Bt 30,5mg,no_priority_inn_or_seed_match,PCT,true
CUREAML,CUREAML 500mg Gél. Bt 30,500mg,no_priority_inn_or_seed_match,PCT,true
CUROSURF,CUROSURF 120mg/1.5ml Susp.P.Instill. Endotrachéobronchique Bt 1Fl/1.5ml (F),120mg/1.5ml,no_priority_inn_or_seed_match,PCT,true
CYCLADOL,CYCLADOL 20mg Comp.Efferv. Bt 14,20mg,no_priority_inn_or_seed_match,PCT,true
CYCLADOL,CYCLADOL 20mg Comp.Séc. Bt 14,20mg,no_priority_inn_or_seed_match,PCT,true
CYCLADOL,CYCLADOL 20mg Suppo. Bt 10,20mg,no_priority_inn_or_seed_match,PCT,true
CYCLO,CYCLO 3 FORT Gél. Bt 30,,no_priority_inn_or_seed_match,PCT,true
CYCLO 3 Crème Derm. Tb,CYCLO 3 Crème Derm. Tb 100gr,100g,no_priority_inn_or_seed_match,PCT,true
CYCLO 3 Crème Derm. Tb,CYCLO 3 Crème Derm. Tb 40gr,40g,no_priority_inn_or_seed_match,PCT,true
CYCLOCOL,CYCLOCOL 0.5% Collyre Fl/0.5ml,0.5%,no_priority_inn_or_seed_match,PCT,true
CYCLODEX,CYCLODEX 20mg Comp.Séc. Bt 14,20mg,no_priority_inn_or_seed_match,PCT,true
CYCLODEX,CYCLODEX 20mg Comp.Séc. Bt 7,20mg,no_priority_inn_or_seed_match,PCT,true
CYCLOFF,CYCLOFF 100mg/5ml Susp.Buv. Fl 125ml,100mg/5ml,no_priority_inn_or_seed_match,PCT,true
CYCLOFF,CYCLOFF 400mg Comp. Bt 20,400mg,no_priority_inn_or_seed_match,PCT,true
CYMEVENE,CYMEVENE 500mg Pdre.Prép.Inj. Bt 1Fl,500mg,no_priority_inn_or_seed_match,PCT,true
CYSTINA,CYSTINA 500mg Gél. Bt 20,500mg,no_priority_inn_or_seed_match,PCT,true
CYSTODOSE,CYSTODOSE 3g Glés.P.Sol.Buv. Bt 1Sach.,3g,no_priority_inn_or_seed_match,PCT,true
CYTEAL,CYTEAL 0.1% Sol.Ext. Fl 250ml,0.1%,no_priority_inn_or_seed_match,PCT,true
CYTEAL,CYTEAL 0.1% Sol.Ext. Fl 500ml,0.1%,no_priority_inn_or_seed_match,PCT,true
CYTOBICINE,CYTOBICINE 10mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml (F),10mg/5ml,no_priority_inn_or_seed_match,PCT,true
CYTOBICINE,CYTOBICINE 50mg/25ml Sol.Inj.P.Perf. Bt 1Fl/25ml (F),50mg/25ml,no_priority_inn_or_seed_match,PCT,true
CYTOCIS,CYTOCIS 25mg/25ml Sol.Inj.P.Perf. Bt 1Fl/25ml,25mg/25ml,no_priority_inn_or_seed_match,PCT,true
CYTODOX,CYTODOX 10mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml (F),10mg/5ml,no_priority_inn_or_seed_match,PCT,true
CYTODOX,CYTODOX 50mg/25ml Sol.Inj.P.Perf. Bt 1Fl/25ml (F),50mg/25ml,no_priority_inn_or_seed_match,PCT,true
CYTOFLU,CYTOFLU 1gr/20ml (50mg/ml) Sol.Inj.P.Perf. Bt 1Fl/20ml,1g,no_priority_inn_or_seed_match,PCT,true
CYTOFLU,CYTOFLU 250mg/5ml (50mg/ml) Sol.Inj.P.Perf. Bt 1Fl/5ml,250mg/5ml,no_priority_inn_or_seed_match,PCT,true
CYTOFLU,CYTOFLU 500mg/10ml (50mg/ml) Sol.Inj.P.Perf. Bt 1Fl/10ml,500mg/10ml,no_priority_inn_or_seed_match,PCT,true
CYTOGEM,CYTOGEM 40mg/ml (1gr) Sol.Inj.P.Perf. Bt 1Fl/25ml (F),40mg,no_priority_inn_or_seed_match,PCT,true
CYTOGEM,CYTOGEM 40mg/ml (200mg) Sol.Inj.P.Perf. Fl 5ml (F),40mg,no_priority_inn_or_seed_match,PCT,true
CYTOKAR,CYTOKAR 150mg/15ml Sol.Inj.P.Perf. Bt 1Fl/15ml,150mg/15ml,no_priority_inn_or_seed_match,PCT,true
CYTOPAXEL,CYTOPAXEL 100mg/16.7ml Sol.Inj.P.Perf. Bt 1Fl/16.7ml,100mg/16.7ml,no_priority_inn_or_seed_match,PCT,true
CYTOPAXEL,CYTOPAXEL 30mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml,30mg/5ml,no_priority_inn_or_seed_match,PCT,true
CYTOTECAN,CYTOTECAN 100mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml,100mg/5ml,no_priority_inn_or_seed_match,PCT,true
CYTOTECAN,CYTOTECAN 40mg/2ml Sol.Inj.P.Perf. Bt 1Fl/2ml,40mg/2ml,no_priority_inn_or_seed_match,PCT,true
CYTOTERE,CYTOTERE 20mg/ml Sol.Inj.P.Perf. Bt 1Fl/1ml,20mg,no_priority_inn_or_seed_match,PCT,true
CYTOTERE,CYTOTERE 80mg/4ml Sol.Inj.P.Perf. Bt 1Fl/4ml,80mg/4ml,no_priority_inn_or_seed_match,PCT,true
CYTOXALINE,CYTOXALINE 100mg/20ml Sol.Inj.P.Perf. Bt 1Fl/20ml,100mg/20ml,no_priority_inn_or_seed_match,PCT,true
CYTOXALINE,CYTOXALINE 50mg/10ml Sol.Inj.P.Perf. Bt 1Fl/10ml,50mg/10ml,no_priority_inn_or_seed_match,PCT,true
CYVALTEX 500,CYVALTEX 500 500mg Comp.Pell. Fl 10,500mg,no_priority_inn_or_seed_match,PCT,true
CYVALTEX 500,CYVALTEX 500 500mg Comp.Pell. Fl 42,500mg,no_priority_inn_or_seed_match,PCT,true
CYVALTEX 500,CYVALTEX 500 500mg Comp.Pell. Fl 90,500mg,no_priority_inn_or_seed_match,PCT,true
CYVAX,CYVAX 125mcg/25mcg Aérosol Fl 120Doses,125mcg/25mcg,no_priority_inn_or_seed_match,PCT,true
CYVAX,CYVAX 250µg/25µg Susp.P.Inhal. Fl 120Doses,,no_priority_inn_or_seed_match,PCT,true
CYVAX,CYVAX 50µg/25µg/Dose Susp.P.Inhalat. Fl 120 Doses,,no_priority_inn_or_seed_match,PCT,true
DACUROSE Collyre Bt 10/,DACUROSE Collyre Bt 10/10ml,10ml,no_priority_inn_or_seed_match,PCT,true
DACUROSE Collyre Bt 20/,DACUROSE Collyre Bt 20/10 ml,10ml,no_priority_inn_or_seed_match,PCT,true
DAFALGAN,DAFALGAN 1gr Comp.Pell. Bt 8,1g,no_priority_inn_or_seed_match,PCT,true
DAFLON,DAFLON 500mg Comp.Pell. Bt 30,500mg,no_priority_inn_or_seed_match,PCT,true
DAIVOBET,DAIVOBET 50mcg/0.5mg/gr Gel Derm. Fl 30gr,50mcg/0.5mg,no_priority_inn_or_seed_match,PCT,true
DAIVOBET,DAIVOBET 50mcg/0.5mg/gr Gel Derm. Fl 60gr,50mcg/0.5mg,no_priority_inn_or_seed_match,PCT,true
DAIVOBET,DAIVOBET 50mcg/0.5mg/gr Pde.Derm. Tb 60gr,50mcg/0.5mg,no_priority_inn_or_seed_match,PCT,true
DAIVODERM,DAIVODERM 50mcg/0.5mg/g Gel Derm. Fl 100gr,50mcg/0.5mg,no_priority_inn_or_seed_match,PCT,true
DAIVODERM,DAIVODERM 50mcg/0.5mg/g Pde.Derm. Tb 100gr,50mcg/0.5mg,no_priority_inn_or_seed_match,PCT,true
DAIVONEX,DAIVONEX 50mcg/gr Pde.derm.Tb 30gr,50mcg,no_priority_inn_or_seed_match,PCT,true
DAKIN COOPER STABILISEE Sol.Ext. Fl,DAKIN COOPER STABILISEE Sol.Ext. Fl 250ml,250ml,no_priority_inn_or_seed_match,PCT,true
DAKIN COOPER STABILISEE Sol.Ext. Fl,DAKIN COOPER STABILISEE Sol.Ext. Fl 500ml,500ml,no_priority_inn_or_seed_match,PCT,true
DAKTARIN,DAKTARIN 2% Gel Buccal Tb 40gr,2%,no_priority_inn_or_seed_match,PCT,true
DALACINE,DALACINE 600mg Sol.Inj. Bt 1/4ml,600mg,no_priority_inn_or_seed_match,PCT,true
DALACINE T TOPIC,DALACINE T TOPIC 1% Sol.Ext. Fl 30ml,1%,no_priority_inn_or_seed_match,PCT,true
DANATROL,DANATROL 200mg Gél. Bt 100,200mg,no_priority_inn_or_seed_match,PCT,true
DANATROL,DANATROL 200mg Gél. Bt 40,200mg,no_priority_inn_or_seed_match,PCT,true
DAPOX,DAPOX 30mg Comp.Pell. Bt 3,30mg,no_priority_inn_or_seed_match,PCT,true
DAPOX,DAPOX 30mg Comp.Pell. Bt 6,30mg,no_priority_inn_or_seed_match,PCT,true
DAPOX,DAPOX 60mg Comp.Pell. Bt 3,60mg,no_priority_inn_or_seed_match,PCT,true
DAPOX,DAPOX 60mg Comp.Pell. Bt 6,60mg,no_priority_inn_or_seed_match,PCT,true
DASATINIB NEAPOLIS,DASATINIB NEAPOLIS 50mg Comp.Pell. Bt 60,50mg,no_priority_inn_or_seed_match,PCT,true
DASATINIB NEAPOLIS,DASATINIB NEAPOLIS 70mg Comp.Pell. Bt 60,70mg,no_priority_inn_or_seed_match,PCT,true
DEBRICOL,DEBRICOL 100mg Comp. Bt 30,100mg,no_priority_inn_or_seed_match,PCT,true
DEBRICOL,DEBRICOL 200mg Comp.Séc. Bt 20,200mg,no_priority_inn_or_seed_match,PCT,true
DEBRICOL,"DEBRICOL 4,8mg/ml Granules/susp Fl 100ML","4,8mg",no_priority_inn_or_seed_match,PCT,true
DEBRICOL,DEBRICOL 4.8mg/ml Glés.P.Susp.Buv. Fl 250ml,4.8mg,no_priority_inn_or_seed_match,PCT,true
DEBRICOL,DEBRICOL 74.4mg Glé.Susp.Buv. Bt 30 Sachets,74.4mg,no_priority_inn_or_seed_match,PCT,true
DEBRIDAT,DEBRIDAT 100mg Comp.Pell. Bt 30,100mg,no_priority_inn_or_seed_match,PCT,true
DEBRIDAT,DEBRIDAT 200mg Comp.Pell. Bt 15,200mg,no_priority_inn_or_seed_match,PCT,true
DEBRIDAT,"DEBRIDAT 4,8mg/ml Granules/Susp Fl 250ml + pipette doseuse","4,8mg",no_priority_inn_or_seed_match,PCT,true
DEBRIDAT,"DEBRIDAT 4,8mg/ml Granulé susp.buv. Fl 125ml + pipette doseuse","4,8mg",no_priority_inn_or_seed_match,PCT,true
DECAPEPTYL LP,DECAPEPTYL LP 11.25mg Pdre.P.Prép.Inj. Bt 1Fl +S/2ml +Seringue +2aig.,11.25mg,no_priority_inn_or_seed_match,PCT,true
DECAPEPTYL LP,DECAPEPTYL LP 11.25mg Pdre.P.Prép.Inj. Bt 1Fl +S/2ml +Seringue +3Aig.,11.25mg,no_priority_inn_or_seed_match,PCT,true
DECAPEPTYL SC,DECAPEPTYL SC 0.1mg Sol.Inj. Bt 7+S/1ml,0.1mg,no_priority_inn_or_seed_match,PCT,true
DECONTRACTYL,DECONTRACTYL 500mg Comp.Pell. Bt 24,500mg,no_priority_inn_or_seed_match,PCT,true
DECONTRACTYL Baume Derm. Tb,DECONTRACTYL Baume Derm. Tb 80gr,80g,no_priority_inn_or_seed_match,PCT,true
DECOZAL,DECOZAL 0.1% Sol.P.Pulv.Nas. Fl 10ml,0.1%,no_priority_inn_or_seed_match,PCT,true
DEDROGYL,DEDROGYL 15mg/100ml Gttes.Buv. Fl 10ml,15mg/100ml,no_priority_inn_or_seed_match,PCT,true
DEFEROX,DEFEROX 125mg Comp.Disper. Bt 30,125mg,no_priority_inn_or_seed_match,PCT,true
DEFEROX,DEFEROX 250mg Comp.Disper. Bt 30,250mg,no_priority_inn_or_seed_match,PCT,true
DEFEROX,DEFEROX 500mg Comp.Disper. Bt 30,500mg,no_priority_inn_or_seed_match,PCT,true
DEFLATINE,DEFLATINE Comp. à Sucer Bt 16,,no_priority_inn_or_seed_match,PCT,true
DELAPRIDE,DELAPRIDE 30mg/2.5mg Comp.Séc. Fl 28,30mg/2.5mg,no_priority_inn_or_seed_match,PCT,true
DENIR Sirop,"DENIR Sirop 0,500mg/5ml Fl 125ml","0,500mg/5ml",no_priority_inn_or_seed_match,PCT,true
DEPAKINE CHRONO,DEPAKINE CHRONO 500mg Comp.Pell.Séc. LP Fl 30,500mg,no_priority_inn_or_seed_match,PCT,true
DEPAMIDE,DEPAMIDE 300mg Comp.Pell. Bt 30,300mg,no_priority_inn_or_seed_match,PCT,true
