"row_number","medicine_label","medicine_value","brand_guess","strength_guess","source_url","scraped_at_utc"
"113","AGRIPPAL S1 Susp.Inj. Bt 1Ser./0.5ml (F)","AGRIPPAL S1 Susp.Inj. Bt 1Ser./0.5ml (F)","AGRIPPAL S1 Susp.Inj. Bt 1Ser./","0.5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"114","AH-DEUX 20mg Comp.Pell. Bt 30","AH-DEUX 20mg Comp.Pell. Bt 30","AH-DEUX","20mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"115","AIMAFIX 500UI/10ml Pdre.P.Prép.Inj. 1Fl Pdre. +Solv./10ml +Kit (F)","AIMAFIX 500UI/10ml Pdre.P.Prép.Inj. 1Fl Pdre. +Solv./10ml +Kit (F)","AIMAFIX","500UI/10ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"116","AKIRIDEN LP 4mg Comp. à Libération Prolongée Bt 30","AKIRIDEN LP 4mg Comp. à Libération Prolongée Bt 30","AKIRIDEN LP","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"117","AKLONIL 2mg Comp.Séc. Bt 40","AKLONIL 2mg Comp.Séc. Bt 40","AKLONIL","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"118","AKTONATE 35mg Comp.Pell. Bt 12","AKTONATE 35mg Comp.Pell. Bt 12","AKTONATE","35mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"119","AKTONATE 35mg Comp.Pell. Bt 4","AKTONATE 35mg Comp.Pell. Bt 4","AKTONATE","35mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"120","ALBUMINE HUMAINE BAXTER 200gr/l Sol. Inj. Fl 50ml","ALBUMINE HUMAINE BAXTER 200gr/l Sol. Inj. Fl 50ml","ALBUMINE HUMAINE BAXTER","200g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"121","ALBUTOL 2mg Comp. Bt 120","ALBUTOL 2mg Comp. Bt 120","ALBUTOL","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"122","ALBUTOL 2mg Comp. Bt 30","ALBUTOL 2mg Comp. Bt 30","ALBUTOL","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"123","ALDACTAZINE 25mg Comp.Séc. Bt 30","ALDACTAZINE 25mg Comp.Séc. Bt 30","ALDACTAZINE","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"124","ALDACTONE 25mg Comp.Séc. Bt 30","ALDACTONE 25mg Comp.Séc. Bt 30","ALDACTONE","25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"125","ALDACTONE 50mg Comp.Séc. Bt 30","ALDACTONE 50mg Comp.Séc. Bt 30","ALDACTONE","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"126","ALDACTONE 75mg Comp.Pell.Séc. Bt 30","ALDACTONE 75mg Comp.Pell.Séc. Bt 30","ALDACTONE","75mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"127","ALDARA 5% Crème Derm. Bt 12Sachets Unidoses /250mg","ALDARA 5% Crème Derm. Bt 12Sachets Unidoses /250mg","ALDARA","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"128","ALERGOSONE 0.5mg/ml Gttes.Buv. Fl 30ml","ALERGOSONE 0.5mg/ml Gttes.Buv. Fl 30ml","ALERGOSONE","0.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"129","ALERGOSONE 2mg Comp.Disper.Séc. Bt 20","ALERGOSONE 2mg Comp.Disper.Séc. Bt 20","ALERGOSONE","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"130","ALEXAN 100mg/5ml Sol.Inj. Bt 1Fl/5ml","ALEXAN 100mg/5ml Sol.Inj. Bt 1Fl/5ml","ALEXAN","100mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"131","ALEXAN 1gr/20ml Sol.Inj. Bt 1Fl/20ml","ALEXAN 1gr/20ml Sol.Inj. Bt 1Fl/20ml","ALEXAN","1g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"132","ALEZINE 5mg Comp.Orodisp. Bt 18","ALEZINE 5mg Comp.Orodisp. Bt 18","ALEZINE","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"133","ALEZINE 5mg Comp.Orodisp. Bt 30","ALEZINE 5mg Comp.Orodisp. Bt 30","ALEZINE","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"134","ALEZINE 5mg Comp.Orodisp. Bt 6","ALEZINE 5mg Comp.Orodisp. Bt 6","ALEZINE","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"135","ALGESAL SURACTIVE Baume Tb 60gr","ALGESAL SURACTIVE Baume Tb 60gr","ALGESAL SURACTIVE Baume Tb","60g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"136","ALGESIC 1000mg Comp.Séc. Bt 8","ALGESIC 1000mg Comp.Séc. Bt 8","ALGESIC","1000mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"137","ALGESIC 500mg Comp.Séc. Bt 160","ALGESIC 500mg Comp.Séc. Bt 160","ALGESIC","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"138","ALGESIC 500mg Comp.Séc. Bt 20","ALGESIC 500mg Comp.Séc. Bt 20","ALGESIC","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"139","ALGESIC EXTRA 500mg/65mg Comp.Pell.Séc. Bt 16","ALGESIC EXTRA 500mg/65mg Comp.Pell.Séc. Bt 16","ALGESIC EXTRA","500mg/65mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"140","ALGESIC PLUS 500mg/12.8mg Comp.Séc. Bt 16","ALGESIC PLUS 500mg/12.8mg Comp.Séc. Bt 16","ALGESIC PLUS","500mg/12.8mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"141","ALGESIC RHUME 500mg/25mg/5mg Comp.Pell. Bt 16","ALGESIC RHUME 500mg/25mg/5mg Comp.Pell. Bt 16","ALGESIC RHUME","500mg/25mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"142","ALGIBREX 200mg Gél. Bt 10","ALGIBREX 200mg Gél. Bt 10","ALGIBREX","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"143","ALGIBREX 200mg Gél. Bt 20","ALGIBREX 200mg Gél. Bt 20","ALGIBREX","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"144","ALGIBREX 200mg Gél. Bt 30","ALGIBREX 200mg Gél. Bt 30","ALGIBREX","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"145","ALGIDOL 1000mg Comp.Séc. Bt 8","ALGIDOL 1000mg Comp.Séc. Bt 8","ALGIDOL","1000mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"146","ALGIDOL 500mg Comp. Bt 16","ALGIDOL 500mg Comp. Bt 16","ALGIDOL","500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"147","ALGIDOL EXTRA 500mg/65mg Comp.Pell. Bt 16","ALGIDOL EXTRA 500mg/65mg Comp.Pell. Bt 16","ALGIDOL EXTRA","500mg/65mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"148","ALLERGAMINE 0.5mg/5ml Sirop Fl 125ml","ALLERGAMINE 0.5mg/5ml Sirop Fl 125ml","ALLERGAMINE","0.5mg/5ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"149","ALLERGICA 0.1% Sirop Fl 150ml","ALLERGICA 0.1% Sirop Fl 150ml","ALLERGICA","0.1%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"150","ALLERGICA 10mg Comp. Bt 10","ALLERGICA 10mg Comp. Bt 10","ALLERGICA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"151","ALLERGICA 10mg Comp. Bt 20","ALLERGICA 10mg Comp. Bt 20","ALLERGICA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"152","ALLERGICA 10mg Comp. Bt 30","ALLERGICA 10mg Comp. Bt 30","ALLERGICA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"153","ALLERGICA 10mg Comp. Bt 600","ALLERGICA 10mg Comp. Bt 600","ALLERGICA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"154","ALLERGIFLASH 0.05% Collyre Bt 10Récipients Unidoses /0.3ml","ALLERGIFLASH 0.05% Collyre Bt 10Récipients Unidoses /0.3ml","ALLERGIFLASH","0.05%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"155","ALLERGODIL 0.05% Collyre Fl 6ml","ALLERGODIL 0.05% Collyre Fl 6ml","ALLERGODIL","0.05%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"156","ALLERGODIL 127µG/Dose Spray Nasal Fl 17ml+Pompe Doseuse","ALLERGODIL 127µG/Dose Spray Nasal Fl 17ml+Pompe Doseuse","ALLERGODIL 127µG/Dose Spray Nasal Fl","17ml","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"157","ALLERGUS 0.5mg/ml Sirop Fl 150ml","ALLERGUS 0.5mg/ml Sirop Fl 150ml","ALLERGUS","0.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"158","ALLERGUS 5mg Comp.Pell. Bt 15","ALLERGUS 5mg Comp.Pell. Bt 15","ALLERGUS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"159","ALLERGUS 5mg Comp.Pell. Bt 30","ALLERGUS 5mg Comp.Pell. Bt 30","ALLERGUS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"160","ALLERGUS 5mg Comp.Pell. Bt 5","ALLERGUS 5mg Comp.Pell. Bt 5","ALLERGUS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"161","ALLERGY-STOP 5mg Comp.Pell. Bt 15","ALLERGY-STOP 5mg Comp.Pell. Bt 15","ALLERGY-STOP","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"162","ALLERGY-STOP 5mg Comp.Pell. Bt 30","ALLERGY-STOP 5mg Comp.Pell. Bt 30","ALLERGY-STOP","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"163","ALLERGYFAST 120mg Comp.Pell. Bt 15","ALLERGYFAST 120mg Comp.Pell. Bt 15","ALLERGYFAST","120mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"164","ALLERGYFAST 180mg Comp.Pell. Bt 15","ALLERGYFAST 180mg Comp.Pell. Bt 15","ALLERGYFAST","180mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"165","ALLERTEC 10mg Comp.Séc. Bt 15","ALLERTEC 10mg Comp.Séc. Bt 15","ALLERTEC","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"166","ALLERTEC 10mg Comp.Séc. Bt 30","ALLERTEC 10mg Comp.Séc. Bt 30","ALLERTEC","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"167","ALLERTEC 10mg Comp.Séc. Bt 600","ALLERTEC 10mg Comp.Séc. Bt 600","ALLERTEC","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"168","ALLERTEC 10mg Comp.Séc. Bt 7","ALLERTEC 10mg Comp.Séc. Bt 7","ALLERTEC","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"169","ALLORIC 100mg Comp. Bt 30","ALLORIC 100mg Comp. Bt 30","ALLORIC","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"170","ALOPEXY 2% Sol.Ext. Fl 120ml + Pipette + Pompe","ALOPEXY 2% Sol.Ext. Fl 120ml + Pipette + Pompe","ALOPEXY","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"171","ALOPEXY 5% Sol.Ext. Fl 120ml + Pipette + Pompe","ALOPEXY 5% Sol.Ext. Fl 120ml + Pipette + Pompe","ALOPEXY","5%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"172","ALPHA-GLUCOFF 100mg Comp. Bt 90","ALPHA-GLUCOFF 100mg Comp. Bt 90","ALPHA-GLUCOFF","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"173","ALPHA-GLUCOFF 50mg Comp. Bt 90","ALPHA-GLUCOFF 50mg Comp. Bt 90","ALPHA-GLUCOFF","50mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"174","ALPHACOL 0.2% Collyre Bt 30 Opht. /0.3ml","ALPHACOL 0.2% Collyre Bt 30 Opht. /0.3ml","ALPHACOL","0.2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"175","ALPHACOL FREE 0.2% Collyre Fl 5ml","ALPHACOL FREE 0.2% Collyre Fl 5ml","ALPHACOL FREE","0.2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"176","ALPHAGAN 0.2% Collyre Fl 5ml","ALPHAGAN 0.2% Collyre Fl 5ml","ALPHAGAN","0.2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"177","ALPRESS LP 2.5mg Comp. LP Bt 30","ALPRESS LP 2.5mg Comp. LP Bt 30","ALPRESS LP","2.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"178","ALPRESS LP 5mg Comp. LP Bt 30","ALPRESS LP 5mg Comp. LP Bt 30","ALPRESS LP","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"179","ALZHECEPT 10 10mg Comp.Pell. Bt 30","ALZHECEPT 10 10mg Comp.Pell. Bt 30","ALZHECEPT 10","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"180","ALZHECEPT 5 5mg Comp.Pell. Bt 30","ALZHECEPT 5 5mg Comp.Pell. Bt 30","ALZHECEPT 5","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"181","ALZOR 2% Collyre Fl 5ml","ALZOR 2% Collyre Fl 5ml","ALZOR","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"182","ALZOR 3M 2% Collyre Fl 5ml","ALZOR 3M 2% Collyre Fl 5ml","ALZOR 3M","2%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"183","AMANTEX 100mg Gél. Bt 50","AMANTEX 100mg Gél. Bt 50","AMANTEX","100mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"184","AMAREL 1mg Comp. Bt 30","AMAREL 1mg Comp. Bt 30","AMAREL","1mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"185","AMAREL 2mg Comp. Bt 30","AMAREL 2mg Comp. Bt 30","AMAREL","2mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"186","AMAREL 3mg Comp. Bt 30","AMAREL 3mg Comp. Bt 30","AMAREL","3mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"187","AMAREL 4mg Comp. Bt 30","AMAREL 4mg Comp. Bt 30","AMAREL","4mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"188","AMAREL 6mg Comp. Bt 30","AMAREL 6mg Comp. Bt 30","AMAREL","6mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"189","AMARYL M 2mg/500mg Comp.Pell. Bt 30","AMARYL M 2mg/500mg Comp.Pell. Bt 30","AMARYL M","2mg/500mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"190","AMBROGAM 0.3% 0.3% Sol.Buv. Fl 150ml","AMBROGAM 0.3% 0.3% Sol.Buv. Fl 150ml","AMBROGAM","0.3%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"191","AMBROGAM 0.6% Sol.Buv. Fl 150ml","AMBROGAM 0.6% Sol.Buv. Fl 150ml","AMBROGAM","0.6%","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"192","AMIOCARD 200mg Comp.Séc. Bt 30","AMIOCARD 200mg Comp.Séc. Bt 30","AMIOCARD","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"193","AMIPRIDE 200 200mg Comp.Séc. Bt 30","AMIPRIDE 200 200mg Comp.Séc. Bt 30","AMIPRIDE 200","200mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"194","AMIPRIDE 400 400mg Comp.Pell.Séc. Bt 30","AMIPRIDE 400 400mg Comp.Pell.Séc. Bt 30","AMIPRIDE 400","400mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"195","AMLODEP 5mg Comp. Bt 30","AMLODEP 5mg Comp. Bt 30","AMLODEP","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"196","AMLODEP 5mg Comp. Bt 60","AMLODEP 5mg Comp. Bt 60","AMLODEP","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"197","AMLODIPINE MEDIS 10mg Comp.Pell.Séc. Bt 30","AMLODIPINE MEDIS 10mg Comp.Pell.Séc. Bt 30","AMLODIPINE MEDIS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"198","AMLODIPINE MEDIS 10mg Comp.Pell.Séc. Bt 90","AMLODIPINE MEDIS 10mg Comp.Pell.Séc. Bt 90","AMLODIPINE MEDIS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"199","AMLODIPINE MEDIS 5mg Comp.Pell.Séc. Bt 30","AMLODIPINE MEDIS 5mg Comp.Pell.Séc. Bt 30","AMLODIPINE MEDIS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"200","AMLODIPINE MEDIS 5mg Comp.Pell.Séc. Bt 90","AMLODIPINE MEDIS 5mg Comp.Pell.Séc. Bt 90","AMLODIPINE MEDIS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"201","AMLODIPINE ZENTIVA 10mg Comp Séc. Bt 30","AMLODIPINE ZENTIVA 10mg Comp Séc. Bt 30","AMLODIPINE ZENTIVA","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"202","AMLODIPINE ZENTIVA 5mg Comp Séc. Bt 30","AMLODIPINE ZENTIVA 5mg Comp Séc. Bt 30","AMLODIPINE ZENTIVA","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"203","AMLODIS 10mg Comp. Bt 30","AMLODIS 10mg Comp. Bt 30","AMLODIS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"204","AMLODIS 10mg Comp. Bt 90","AMLODIS 10mg Comp. Bt 90","AMLODIS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"205","AMLODIS 5mg Comp. Bt 30","AMLODIS 5mg Comp. Bt 30","AMLODIS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"206","AMLODIS 5mg Comp. Bt 60","AMLODIS 5mg Comp. Bt 60","AMLODIS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"207","AMLODIS 5mg Comp. Bt 90","AMLODIS 5mg Comp. Bt 90","AMLODIS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"208","AMLOR 10mg Gél. Bt 30","AMLOR 10mg Gél. Bt 30","AMLOR","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"209","AMLOR 5mg Comp. Bt 30","AMLOR 5mg Comp. Bt 30","AMLOR","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"210","AMLOR 5mg Comp. Bt 60","AMLOR 5mg Comp. Bt 60","AMLOR","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"211","AMLOR 5mg Comp. Bt 90","AMLOR 5mg Comp. Bt 90","AMLOR","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"212","AMLOSARTAN ZENTIVA 10mg/160mg Comp.Pell. Bt 30","AMLOSARTAN ZENTIVA 10mg/160mg Comp.Pell. Bt 30","AMLOSARTAN ZENTIVA","10mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"213","AMLOSARTAN ZENTIVA 5mg/160mg Comp.Pell. Bt 30","AMLOSARTAN ZENTIVA 5mg/160mg Comp.Pell. Bt 30","AMLOSARTAN ZENTIVA","5mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"214","AMLOTENS 10mg Gél. Bt 30","AMLOTENS 10mg Gél. Bt 30","AMLOTENS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"215","AMLOTENS 10mg Gél. Bt 90","AMLOTENS 10mg Gél. Bt 90","AMLOTENS","10mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"216","AMLOTENS 5mg Gél. Bt 30","AMLOTENS 5mg Gél. Bt 30","AMLOTENS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"217","AMLOTENS 5mg Gél. Bt 90","AMLOTENS 5mg Gél. Bt 90","AMLOTENS","5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"218","AMLOVAR 10mg/160mg Comp.Pell. Bt 30","AMLOVAR 10mg/160mg Comp.Pell. Bt 30","AMLOVAR","10mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"219","AMLOVAR 10mg/160mg Comp.Pell. Bt 90","AMLOVAR 10mg/160mg Comp.Pell. Bt 90","AMLOVAR","10mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"220","AMLOVAR 5mg/160mg Comp.Pell. Bt 30","AMLOVAR 5mg/160mg Comp.Pell. Bt 30","AMLOVAR","5mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"221","AMLOVAR 5mg/160mg Comp.Pell. Bt 90","AMLOVAR 5mg/160mg Comp.Pell. Bt 90","AMLOVAR","5mg/160mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"222","AMLOVAR 5mg/80mg Comp.Pell. Bt 30","AMLOVAR 5mg/80mg Comp.Pell. Bt 30","AMLOVAR","5mg/80mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"223","AMLOVAR 5mg/80mg Comp.Pell. Bt 90","AMLOVAR 5mg/80mg Comp.Pell. Bt 90","AMLOVAR","5mg/80mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"224","AMOCLAN 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 30ml +Ser. doseuse","AMOCLAN 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 30ml +Ser. doseuse","AMOCLAN","100mg/12.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"225","AMOCLAN 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml + Ser. doseuse","AMOCLAN 100mg/12.5mg/ml Pdre.P.Susp.Or. Fl 60ml + Ser. doseuse","AMOCLAN","100mg/12.5mg","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"226","AMOCLAN 1gr/125mg Pdre.P.Susp.Or. Bt 24 Sachets-doses","AMOCLAN 1gr/125mg Pdre.P.Susp.Or. Bt 24 Sachets-doses","AMOCLAN","1g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
"227","AMOCLAN 1gr/125mg Pdre.P.Susp.Or. Bt 12 Sachets-Doses","AMOCLAN 1gr/125mg Pdre.P.Susp.Or. Bt 12 Sachets-Doses","AMOCLAN","1g","http://www.phct.com.tn/index.php/catalogue/medicament-humain/form/25/","2026-06-17T13:31:00Z"
