molecule_a,molecule_b,severity_ansm,clinical_effect,management
amlodipine,simvastatin,precaution_emploi,Risque majoré de rhabdomyolyse (diminution métabolisme hépatique simvastatine),Ne pas dépasser 20mg/j de simvastatine ou utiliser une autre statine non concernée
