brand_name,inn_raw,full_text,strength
DEPAMIDE,,DEPAMIDE 300mg Comp.Pell. Bt 30,300mg
DEPO-MEDROL,,DEPO-MEDROL 80mg Susp.Inj. Ser./2ml,80mg
DEPROXYL,,DEPROXYL 20mg Comp.Pell.Séc. Bt 14,20mg
DEPROXYL,,DEPROXYL 20mg Comp.Pell.Séc. Bt 30,20mg
DEQUINONE,,DEQUINONE 4% Crème Derm. Tb 30gr,30g
DERMOBACTER,,DERMOBACTER Sol.Ext. Fl 300ml,300ml
DERMOCORT,,DERMOCORT 0.05% Crème Derm.Tb 10gr,10g
DERMOSALIC,,DERMOSALIC 0.05% Lotion Fl 30gr,30g
DERMOSALIC,,DERMOSALIC 0.05% Pde.Derm.Tb 30gr,30g
DERMOSONE,,DERMOSONE 0.05% Crème Derm. Tb 15gr,15g
DERMOSONE,,DERMOSONE 0.05% Lotion Fl 15ml,15ml
DERMOSONE,,DERMOSONE 0.05% Pde.Derm. Tb 15gr,15g
DERMOSONE,,DERMOSONE NEO Pde.Derm. Tb 15g,15g
DERMOSONE,,DERMOSONE NEOMYCINE Crème Derm. Tb 15gr,15g
DERMOVIT,,DERMOVIT A+D Pde.Derm. Tb 35gr,35g
DEROXAT,,DEROXAT 20mg Comp.Pell.Séc. Bt 14,20mg
DEROXAT,,DEROXAT 20mg Comp.Pell.Séc. Bt 50,20mg
DESLOR,,DESLOR 5mg Comp.Pell. Bt 15,5mg
DESLOR,,DESLOR 5mg Comp.Pell. Bt 30,5mg
DESLOR,,DESLOR 5mg Comp.Pell. Bt 7,5mg
DESLORATADINE,,DESLORATADINE GENEPHARM 5mg Comp.Orodisp. Bt 30,5mg
DESLORYNE,,DESLORYNE 5 5mg Comp.Pell. Bt 10,5mg
DESLORYNE,,DESLORYNE 5 5mg Comp.Pell. Bt 30,5mg
DESOMEDINE,,DESOMEDINE 0.1% Collyre Fl 10ml,10ml
DESONID,,DESONID 64mcg/Dose Susp.Nasa. Fl 120 Doses,64mcg
DETENSIEL,,DETENSIEL 10mg Comp.Pell.Séc. Bt 30,10mg
DETIMEDAC,,DETIMEDAC 200mg Pdre.P.Sol.Inj. Bt 10,200mg
DETRUSITOL,,DETRUSITOL RETARD 2mg Gél. LP. Bt 14,2mg
DETRUSITOL,,DETRUSITOL RETARD 4mg Gél. LP Bt 14,4mg
DETURGYLONE,,DETURGYLONE 2.5mg/ml Spray Nasal Fl 10ml,5mg
DEXAMEDIS,,DEXAMEDIS 4mg Sol.Inj. 1Amp/1ml,4mg
DEXAMEDIS,,DEXAMEDIS FORT 8mg/2ml Sol.Inj. Bt 1/2ml,8mg
DEXAMETHASONE,,DEXAMETHASONE MEDIS 4mg Sol.Inj. Bt 50/1ml,4mg
DEXAMEX,,DEXAMEX 0.1% Collyre Fl 5ml,5ml
DEXERYL,,DEXERYL Crème Derm. Tb 150gr,150g
DEXONE,,DEXONE 4 4mg Sol.Inj. Bt 1/1ml,4mg
DEXONE,,DEXONE 4 4mg Sol.Inj. Bt 5/1ml,4mg
DEXONE,,DEXONE 8 8mg Sol.Inj. Bt 1/2ml,8mg
DIABENORM,,DIABENORM 80mg Comp.Séc. Bt 20,80mg
DIABENORM,,DIABENORM 80mg Comp.Séc. Bt 60,80mg
DIABENYL,,DIABENYL 5mg Comp.Séc. Bt 100,5mg
DIABENYL,,DIABENYL 5mg Comp.Séc. Bt 20,5mg
DIABENYL,,DIABENYL 5mg Comp.Séc. Bt 500,5mg
DIABIPHAGE,,DIABIPHAGE 1000mg Comp.Pell.Séc. Bt 60,1000mg
DIABIPHAGE,,DIABIPHAGE 850mg Comp.Pell. Bt 60,850mg
DIABIREL,,DIABIREL 1mg Comp.Séc. Bt 30,1mg
DIABIREL,,DIABIREL 2mg Comp.Séc. Bt 30,2mg
DIABIREL,,DIABIREL 3mg Comp.Séc. Bt 30,3mg
DIABIREL,,DIABIREL 4mg Comp.Séc. Bt 30,4mg
DIABITOS,,DIABITOS 1000mg Comp.Pell.Séc. Bt 30,1000mg
DIABITOS,,DIABITOS 850 850mg Comp.Pell. Bt 60,850mg
DIABITOS,,DIABITOS 850 850mg Comp.Pell. Bt 90,850mg
DIABITOS,,DIABITOS 850mg Comp.Pell. Bt 105,850mg
DIABITOS,,DIABITOS 850mg Comp.Pell. Bt 30,850mg
DIAFORMINE,,DIAFORMINE 850 850mg Comp.Pell. Bt 120,850mg
DIAFORMINE,,DIAFORMINE 850mg Comp.Pell. Bt 30,850mg
DIALON,,DIALON 850mg Comp.Pell. Bt 30,850mg
DIAMEZID,,DIAMEZID 30mg Comp.Pell. à Liberation Modifiée Bt 30,30mg
DIAMEZID,,DIAMEZID 60mg Comp.Pell.Séc. à Liberation Modifiée Bt 90,60mg
DIAMEZID,,DIAMEZID 60mg Comp.Pell.Séc. LM Bt 30,60mg
DIAMICRON,,DIAMICRON 60mg Comp.Séc. à Libération Modifiée Bt 90,60mg
DIAMICRON,,DIAMICRON 60mg Comp.Séc. LP Bt 30,60mg
DIAMICRON,,DIAMICRON LM 30mg Comp. à libération modifiée Bt 30,30mg
DIAMOX,,DIAMOX 250mg Comp.Séc. Bt 24,250mg
DIANE,,DIANE 35µg Comp.Enr. Bt 21,35µg
DIANEAL,,DIANEAL PD4  1.36% Sol. P. Dialyse Péritonéale Poche/5Litres,N/A
DIANEAL,,DIANEAL PD4 1.36% Solute  P. Dialyse Péritonale Poche Double 2Litres,N/A
DIANEAL,,DIANEAL PD4 2.27% Sol. P. Dialyse Péritoneale Poche /5 Litres,N/A
DIANEAL,,DIANEAL PD4 2.27% Solute P. Dialyse Péritoneale Poche Double /2Litres,N/A
DIANEAL,,DIANEAL PD4 3.86% Sol. P. Dialyse Péritoneale Poche double /2Litres,N/A
DIAREN,,DIAREN Enfant 30mg Pdre.P.Sol.Or. Bt 30 Sach.,30mg
DIAREN,,DIAREN Nourrisson 10mg Pdre.Or. Bt 16,10mg
DIARESTOP,,DIARESTOP FLASH 2mg Comp.Orodisp. Bt 10,2mg
DIARETYL,,DIARETYL 2mg Gél. Bt 10,2mg
DIARETYL,,DIARETYL 2mg Gél. Bt 20,2mg
DIARIX,,DIARIX 200mg Comp.Pell. Bt 12,200mg
DIARIX,,DIARIX 200mg Comp.Pell. Bt 42,200mg
DIARRYL,,DIARRYL 4% Susp.Buv. Fl 90ml,90ml
DICETEL,,DICETEL 100mg Comp.Pell. Bt 20,100mg
DICLOABAK,,DICLOABAK 1mg/ml Collyre Fl 10ml,1mg
DICLOFEN,,DICLOFEN 100mg Suppo. Bt 10,100mg
DICLOFEN,,DICLOFEN 100mg Suppo. Bt 50,100mg
DICLOFEN,,DICLOFEN 25mg Comp.Gastro-résist. Bt 30,25mg
DICLOFEN,,DICLOFEN 25mg Comp.Gastro-résist. Bt 300,25mg
DICLOFEN,,DICLOFEN 50mg Comp.Gastro-résist. Bt 240,50mg
DICLOFEN,,DICLOFEN 50mg Comp.Gastro-résist. Bt 30,50mg
DICLOGESIC,,DICLOGESIC ENFANT 12.5mg Suppo. Bt 10,5mg
DICLOPAL,,DICLOPAL 1% Gel Derm.Tb 50 gr,50 g
DICLOPAL,,DICLOPAL 100mg Suppo. Bt 10,100mg
DICYNONE,,DICYNONE 250mg Comp. Bt 20,250mg
DICYNONE,,DICYNONE 250mg Sol. Inj. Bt 6/2ml,250mg
DICYNONE,,DICYNONE 250mg Sol.Inj. Bt 6/2ml,250mg
DICYNONE,,DICYNONE 500mg Comp. Bt 20,500mg
DIFEXA,,DIFEXA 125mg Comp.Disper. Bt 30,125mg
DIFEXA,,DIFEXA 250mg Comp.Disper. Bt 30,250mg
DIFEXA,,DIFEXA 500mg Comp.Disper. Bt 28,500mg
DIFFERINE,,DIFFERINE 0.1% Crème Derm. Tb 30gr,30g
DIFFERINE,,DIFFERINE 0.1% Gel Derm. Tb 30gr,30g
DIFLU4,,DIFLU4 150mg Gélule Bt 4,150mg
DIFLUCAN,,DIFLUCAN Gél. 150mg Bt 1,150mg
DIFLUZOL,,DIFLUZOL 150mg Gél Bt 1,150mg
DIFLUZOL,,DIFLUZOL 150mg Gél Bt 4,150mg
DIFLUZOL,,DIFLUZOL 150mg Gél. Bt 12,150mg
DIFLUZOL,,DIFLUZOL 150mg Gél. Bt 2,150mg
DIFLUZOL,,DIFLUZOL 50mg Gél. Bt 7,50mg
DIFUSIC,,DIFUSIC 2% Crème Derm. Tb 15gr,15g
DIFUSIC,,DIFUSIC 250mg Comp.Pell. Bt 10,250mg
DIGOXIN,,DIGOXIN SOPHARMA 0.250mg Comp.Séc. Bt 20,250mg
DIGOXINE,,DIGOXINE NATIVELLE 0.250mg Comp. Bt 30,250mg
DILACOR,,DILACOR 2mg Comp.Séc. Bt 30,2mg
DILACOR,,DILACOR 2mg Comp.Séc. Bt 90,2mg
DILACOR,,DILACOR 4mg Comp. Bt 30,4mg
DILACOR,,DILACOR 4mg Comp. Bt 90,4mg
DILATRANE,,DILATRANE 1% Sirop Fl 200ml,200ml
DIMETASONE,,DIMETASONE 0.05% Crème Derm. Tb 15gr,15g
DIMETASONE,,DIMETASONE 0.05% Lotion Fl 30ml,30ml
DIMETASONE,,DIMETASONE 0.05% Pde. Derm. Tb 15gr,15g
DIMETASONE,,DIMETASONE 0.05% Pde.Derm. Tb 15gr,15g
DINALEXIN,,DINALEXIN 20mg Gél. Bt 30,20mg
DINALEXIN,,DINALEXIN 20mg Gél. Bt 300,20mg
DIOGAM,,DIOGAM 300mg Comp.Pell. Bt 30,300mg
DIOGAM,,DIOGAM 600mg Comp.Pell.Séc. Bt 30,600mg
DIOSTAR,,DIOSTAR 160mg Comp.Pell. Bt 30,160mg
DIOSTAR,,DIOSTAR 80mg Comp.Pell. Bt 30,80mg
DIOSTAR-PLUS,,DIOSTAR-PLUS 160mg/25mg Comp.Pell. Bt 30,160mg
DIOSTAR-PLUS,,DIOSTAR-PLUS 80mg/12.5mg Comp.Pell. Bt 30,80mg
DIPIPERON,,DIPIPERON 40mg Comp. Bt 20,40mg
DIPRED,,DIPRED 20mg Comp. Bt 15,20mg
DIPRED,,DIPRED 5mg Comp. Bt 30,5mg
DIPROSTENE,,DIPROSTENE 7mg Susp.Inj. Bt 1Ser./1ml,7mg
DIPROSTENE,,DIPROSTENE 7mg/ml Susp.Inj. Bt 1Ser./1ml,7mg
DIROGIT,,DIROGIT 500mg Comp.Enr. Bt 120,500mg
DIROXYL,,DIROXYL 6mg Comp.Quadrisécable Tb 30,6mg
DITROPAN,,DITROPAN 5mg Comp.Séc. Bt 60,5mg
DIUREX,,DIUREX 2.5mg Comp.Pell. Bt 30,5mg
DIVARIUS,,DIVARIUS 20mg Comp.Pell.Séc. Bt 28,20mg
DIVINUS,,DIVINUS 10mg Comp.Pell. Bt 30,10mg
DIVINUS,,DIVINUS 5mg Comp.Pell. Bt 30,5mg
DOBUTAMINE,,DOBUTAMINE MYLAN 250mg/20ml Sol.Inj. Bt 10/20ml Perf,250mg
DOGMACARE,,DOGMACARE 50mg Gél. Bt 30,50mg
DOGMACARE,,DOGMACARE 50mg Gél. Bt 600,50mg
DOGMATIL,,DOGMATIL 100mg/2ml Sol.Inj. Bt 4/2ml,100mg
DOGMATIL,,DOGMATIL 200mg Comp.Séc. Bt 12,200mg
DOGMATIL,,DOGMATIL 25mg/5ml Sol.Buv. Fl 200ml,25mg
DOGMATIL,,DOGMATIL 50mg Gél. Bt 30,50mg
DOLEL,,DOLEL 150mg Sirop Fl 90ml,150mg
DOLI,,DOLI RHUME Comp. Bt 16,N/A
DOLICA,,DOLICA 150mg Gél. Bt 60,150mg
DOLICA,,DOLICA 75mg Gél. Bt 15,75mg
DOLICASAIPH,,DOLICASAIPH 75mg Gél. Bt 30,75mg
DOLICASAIPH,,DOLICASAIPH 75mg Gél. Bt 60,75mg
DOLIPRANE,,DOLIPRANE 1000mg Comp. Bt 8,1000mg
DOLIPRANE,,DOLIPRANE 300mg Pdre.P.Sol.Or. Bt 12 Sachets,300mg
DOLIPRANE,,DOLIPRANE 500mg Comp. Bt 16,500mg
DOLIPRANE,,DOLIPRANE 500mg Comp.Efferv. Bt 2Tb/8,500mg
DOLIPRANE,,DOLIPRANE 500mg Gél. Bt 16,500mg
DOLIPRANE,,DOLIPRANE 500mg Pdre.P.Sol.Or. Bt 12Sach.,500mg
DOLIPRANE,,DOLIPRANE PRO 325mg/37.5mg Comp. Bt 20,325mg
DOLIPRANE,,DOLIPRANE VIT.C 500mg/150mg Comp.Eff. Bt 2T/ 8,500mg
DOLIPREX,,DOLIPREX Pdre.P.Sol.Or. Bt 8Sach.,N/A
DOLIPREX,,DOLIPREX Pdre.Sol.Or. Bt 8Sach.,N/A
DOLIRHUME,,DOLIRHUME EXTRA 500mg/25mg/5mg Comp.Pell. Bt 16,500mg
DOLVEN,,DOLVEN 100mg/5ml Susp.Buv. Fl 120ml,100mg
DOLVEN,,DOLVEN 200mg Gél. Bt 20,200mg
DOLVEN,,DOLVEN 400mg Comp.Pell. Bt 20,400mg
DOMINAR,,DOMINAR 250mg Comp.Pell. Bt 14,250mg
DOMINAR,,DOMINAR 500mg Comp.Pell. Bt 14,500mg
DOMPER,,DOMPER 10mg Comp.Pell. Bt 40,10mg
DOMPER,,DOMPER 1mg/ml Susp. Buv. Fl 200ml,1mg
DOMPYREX,,DOMPYREX 10mg Comp.Pell. Bt 40,10mg
DOPANORE,,DOPANORE 250mg Comp.Enr. Bt 150,250mg
DOPANORE,,DOPANORE 250mg Comp.Enr. Bt 30,250mg
DOPERAN,,DOPERAN 10mg/2ml Sol.Inj. Bt 4/2ml,10mg
DOPEZIL,,DOPEZIL 10mg Comp.Pell. Bt 30,10mg
DOPEZIL,,DOPEZIL 5mg Comp.Pell. Bt 30,5mg
DOPRID,,DOPRID 100 100mg/2ml Sol.Inj. Bt 4/2ml,100mg
DOPRID,,DOPRID 100 100mg/2ml Sol.Inj. Bt 50/2ml,100mg
DOPRID,,DOPRID 50 50mg Gél. Bt 30,50mg
DOPRID,,DOPRID PER OS 5mg/ml Sol.Buv. Fl 200ml,5mg
DOSTINEX,,DOSTINEX 0.5mg Comp.Séc. Fl 2,5mg
DOSTINEX,,DOSTINEX 0.5mg Comp.Séc. Fl 8,5mg
DOTAREM,,DOTAREM Sol.Inj. Fl 10ml,10ml
DOTAREM,,DOTAREM Sol.Inj. Fl 15ml,15ml
DOTAREM,,DOTAREM Sol.Inj. Fl 20ml,20ml
DOXY,,DOXY 100mg Comp.Séc. Bt 20,100mg
DOXY,,DOXY 200mg Comp.Séc. Bt 10,200mg
DOXYPHAT,,DOXYPHAT 100mg Comp. Bt 400,100mg
DPCA,,DPCA FORMULE 062 L3 Sol. Inj. P / 2000ml,2000ml
DPCA,,DPCA FORMULE 55 Sol inj P/2L SYST.L3,N/A
DPCA,,DPCA FORMULE 91 Sol inj P/2L SYST.L3,N/A
DPI,,DPI FORMULE 062 Sol.Inj. Poche 2000ml,2000ml
DRICOD,,DRICOD 0.150% Sirop Fl 200ml,200ml
DRIFEN,F,DRIFEN 150mg Sol.Inj.P.Perf. Bt 1Fl/25ml (F),150mg
DRILL,,DRILL CITRON MENTHE Pastilles Bt 24,N/A
DRILL,,DRILL EXPECTORANT S. Sucre Ad. 5% Sirop Fl 200ml,200ml
DRILL,,DRILL MIEL ROSAT Comp. A Sucer Bt 24,N/A
DRILL,,DRILL Pastilles Bt 24,N/A
DRILL,,DRILL RHUME 500mg/4mg Comp.Pell. Bt 16,500mg
DRILL,,DRILL SANS SUCRE Pastilles Bt 24,N/A
DRILL,,DRILL Toux Sèche Ad. 0.3% Sirop Fl 150ml,150ml
DRILL,,DRILL TOUX SECHE DEXTROMETORPHANE Enf. 5mg/5ml Sans Sucre Sirop Fl 150ml,5mg
DROSETUX,,DROSETUX Sirop Fl 150ml,150ml
DUALKOPT,,DUALKOPT 20mg + 5mg Collyre Fl 10ml,20mg
DUOFILM,,DUOFILM Sol.Ext. Fl 15ml,15ml
DUOFOR,,DUOFOR 10mg/160mg Comp.Pell. Bt 30,10mg
DUOFOR,,DUOFOR 10mg/160mg Comp.Pell. Bt 90,10mg
DUOFOR,,DUOFOR 5mg/160mg Comp.Pell. Bt 30,5mg
DUOFOR,,DUOFOR 5mg/160mg Comp.Pell. Bt 90,5mg
DUOFOR,,DUOFOR 5mg/80mg Comp.Pell. Bt 30,5mg
DUOFOR,,DUOFOR 5mg/80mg Comp.Pell. Bt 90,5mg
DUOFOR,,DUOFOR PLUS 10mg/160mg/12.5mg Comp.Pell. Bt 30,10mg
DUOFOR,,DUOFOR PLUS 10mg/160mg/25mg Comp.Pell. Bt 30,10mg
DUOFOR,,DUOFOR PLUS 5mg/160mg/12.5mg Comp.Pell. Bt 30,5mg
DUOFOR,,DUOFOR PLUS 5mg/160mg/25mg Comp.Pell. Bt 30,5mg
DUOTRAV,,DUOTRAV 40µg/ml+5mg/ml Collyre Fl 2.5ml,40µg
DUOVISC,F,DUOVISC Sol. Intra-oculaire Bt 1 Ser./0.55ml PROVISC + 1 Ser./0.5ml VISCOAT (F),55ml
DUPHALAC,,DUPHALAC 66.5% Sol.Buv. Fl 200ml,200ml
DUPHALAC,,DUPHALAC Sol.Buv. Bt 20Sachets/15ml,15ml
DUPHASTON,,DUPHASTON 10mg Comp. Bt 10,10mg
DUROGESIC,"16,8mg/42cm2","DUROGESIC 100mcg/H (16,8mg/42cm2) Dispo.Transder. Bt 5",100mcg
DUROGESIC,4.2mg/10.5cm²,DUROGESIC 25mcg/h (4.2mg/10.5cm²) Dispo.Transder. Bt 5,25mcg
DUROGESIC,"8,4mg/21cm2","DUROGESIC 50mcg/H (8,4mg/21cm2) Dispo.Transderm. Bt 5",50mcg
DUSPATALIN,,DUSPATALIN 200mg Gél. Bt 16,200mg
DYNASTAT,,DYNASTAT 40mg Pdre.P.Prép.Inj. Bt 10Fl,40mg
DYSFEN,,DYSFEN 100mg Comp.Pell. Bt 20,100mg
DYSMAN,,DYSMAN 500mg Supp Bt 8,500mg
DYSMAN,,DYSMAN 50mg/5ml Susp. Buv. Fl 150ml + Pipette,50mg
DYSPORT,F,DYSPORT 500 U.SPEYWOOD Pdre.P.Prép.Inj. Bt 1Fl (F),N/A
EAU,,EAU P.P.I UNIMED Sol.Inj. Bt 100/5ml,5ml
EAU,,EAU POUR PREPARATION INJECTABLE Sol.Inj. Fl 500ml,500ml
EBEFEN,,EBEFEN 20mg Comp.Séc. Fl 30,20mg
EBETREXAT,,EBETREXAT 2.5mg Comp. Fl 50,5mg
EBIXA,,EBIXA 10mg Comp.Pell. Bt 28,10mg
EBIXA,,EBIXA 20mg Comp.Pell. Bt 28,20mg
EBUVIR,,EBUVIR 400 400mg Comp.Pell. Fl 28,400mg
ECALTA,F,ECALTA 100mg Pdre.P.Prép.Inj. Bt 1Fl (F),100mg
ECAZIDE,,ECAZIDE 50mg/25mg Comp.Séc. Bt 28,50mg
ECOREX,,ECOREX 1% Crème Derm. Tb 30gr,30g
ECOREX,,ECOREX 1% Lait Derm. Fl 30ml,30ml
ECOREX,,ECOREX 1% Lotion Fl 50ml,50ml
ECOREX,,ECOREX 1% Spray Sol. Fl 30gr,30g
ECOREX,,ECOREX 150mg Ovule Bt 150,150mg
ECOREX,,ECOREX 150mg Ovule Bt 3,150mg
ECOREX,,ECOREX LP 150mg Ovule Bt 1,150mg
ECOZYL,,ECOZYL 1% Crème Derm. Tb 30gr,30g
ECOZYL,,ECOZYL 1% Lait Derm. Fl 30ml,30ml
ECOZYL,,ECOZYL 150mg Ovule Bt 3,150mg
EDGAR,,EDGAR 150mg Gél. Bt 30,150mg
EDGAR,,EDGAR 150mg Gél. Bt 60,150mg
EDGAR,,EDGAR 75mg Gél. Bt 15,75mg
EDGAR,,EDGAR 75mg Gél. Bt 30,75mg
EDGAR,,EDGAR 75mg Gél. Bt 60,75mg
EDIXOL,,EDIXOL 250 250LSU Gél. Bt 48,N/A
EFEXOR.,,EFEXOR. XL 150mg Gél. LP Bt 28,150mg
EFFADOL,,EFFADOL PEDIATRIQUE 3% Sol.Buv. Fl 90ml,90ml
EFFERALGAN,,EFFERALGAN 150mg Suppo. Bt 10,150mg
EFFERALGAN,,EFFERALGAN 1gr Comp.Efferv. Bt 1Tb/8,1g
EFFERALGAN,,EFFERALGAN 300mg Suppo. Bt 10,300mg
EFFERALGAN,,EFFERALGAN 500 500mg Comp.Efferv. Bt 2x8,500mg
EFFERALGAN,,EFFERALGAN 500mg Comp. Bt 16,500mg
EFFERALGAN,,EFFERALGAN 600mg Suppo. Bt 10,600mg
EFFERALGAN,,EFFERALGAN 80mg Suppo. Bt 10,80mg
EFFERALGAN,,EFFERALGAN PEDIATRIQUE 3% Sol.Buv. Fl 90ml,90ml
EFFERALGAN,,EFFERALGAN VITAMINE C 330mg/200mg Comp.Eff.Séc. Bt 2x10,330mg
EFFEXOR,,EFFEXOR LP 37.5mg Gél. LP Bt 30,5mg
EFFEXOR,,EFFEXOR LP 75mg Gél. LP Bt 30,75mg
ELIQUIS,,ELIQUIS 2.5mg Comp.Pell. Bt 20,5mg
ELIQUIS,,ELIQUIS 2.5mg Comp.Pell. Bt 60,5mg
ELIXTRA,,ELIXTRA 2.5mg Comp.Pell. Bt 20,5mg
ELIXTRA,,ELIXTRA 2.5mg Comp.Pell. Bt 60,5mg
ELIXTRA,,ELIXTRA 5mg Comp.Pell. Bt 20,5mg
ELIXTRA,,ELIXTRA 5mg Comp.Pell. Bt 60,5mg
ELLANITE,,ELLANITE Comp. Bt 21,N/A
ELLAONE,,ELLAONE 30mg Comp. Bt 1,30mg
ELLEACNELLE,,ELLEACNELLE Comp.Drageifié Bt 21,N/A
ELUDRIL,,ELUDRIL 0.1% Soluté Buccal Fl 90ml,90ml
ELUDRILPRO,,ELUDRILPRO 0.5ml/0.5g Sol.Bucc. Fl 200ml,5ml
EMEND,,EMEND 125mg ET 80mg Gél. Bt 3,125mg
ENANTYUM,,ENANTYUM 25mg Comp.Pell. Bt 20,25mg
ENANTYUM,,ENANTYUM 25mg Glés.P.Sol.Buv. Bt 20 Sach.,25mg
ENANTYUM,,ENANTYUM 50mg/2ml Sol.Inj. Bt 6/2ml,50mg
ENAPRIL,,ENAPRIL 20mg Comp.Séc. Bt 28,20mg
ENAPRIL,,ENAPRIL 5mg Comp.Séc. Bt 28,5mg
ENBREL,F,ENBREL 25mg Sol.Inj. Bt 4Ser. Pré-remplies 0.5ml (F),25mg
ENBREL,F,ENBREL 50mg Sol.Inj. Bt 4Stylos Pré-remplis (F),50mg
ENDOXAN,,ENDOXAN 1gr Pdre.P.Prép.Inj. Bt 1Fl,1g
ENDOXAN,,ENDOXAN 200mg Pdre.P.Prép.Inj. Bt 1Fl,200mg
ENDOXAN,,ENDOXAN 500mg Pdre.P.Prép.Inj. Bt 1Fl,500mg
ENDOXAN,,ENDOXAN Comp drag 50mg Bt 50,50mg
ENEBRA,,ENEBRA 0.5mg Comp.Pell. Fl 30,5mg
ENEBRA,,ENEBRA 1mg Comp.Pell. Fl 30,1mg
ENKEPHAL,,ENKEPHAL ENFANT 30mg Pdre.P.Sol.Or. Bt 30,30mg
ENKEPHAL,,ENKEPHAL NOURRISSON 10mg Pdre.P.Sol.Or. Bt 16 Sach.,10mg
ENOMERAL,,ENOMERAL 20 20mg Gél. Fl 14,20mg
ENOMERAL,,ENOMERAL 20 20mg Gél.Gastro-résist. Bt 16,20mg
ENOMERAL,,ENOMERAL 20 20mg Gél.Gastro-résist. Bt 30,20mg
ENOMERAL,,ENOMERAL 20 20mg Gél.Gastro-résist. Bt 8,20mg
ENOMERAL,,ENOMERAL 20 20mg Gél.Gastro-résist. Fl 07,20mg
ENOMERAL,,ENOMERAL 20 20mg Gél.Gastro-résist. Fl 28,20mg
ENOMERAL,,ENOMERAL 40 40mg Gél.Gastro-résist. Bt 16,40mg
ENOMERAL,,ENOMERAL 40 40mg Gél.Gastro-résist. Bt 30,40mg
ENOMERAL,,ENOMERAL 40 40mg Gél.Gastro-résist. Bt 8,40mg
ENOMERAL,,ENOMERAL 40 40mg Gél.Gastro-résist. Fl 14,40mg
ENOMERAL,,ENOMERAL 40 40mg Gél.Gastro-résist. Fl 28,40mg
ENOMERAL,,ENOMERAL 40 40mg Gél.Gastro-résist. Fl 7,40mg
ENOXA,,ENOXA 2000UI anti-xa 20mg Sol. Inj. Bt 2 Seringues/0.2ml,2000UI
ENOXA,,ENOXA 4000UI anti-xa 40mg Sol. Inj. Bt 2 Seringues/0.4ml,4000UI
ENOXA,,ENOXA 4000UI anti-xa 40mg Sol.Inj. Bt 2Ser./0.4ml,4000UI
ENOXA,,ENOXA 6000UI anti-xa 60mg Sol. Inj. Bt 2 Seringues/0.6ml,6000UI
ENOXA,,ENOXA 6000UI anti-xa 60mg Sol.Inj. Bt 2 Seringues/0.6ml,6000UI
ENOXA,,ENOXA 8000UI anti-xa 80mg Sol. Inj. Bt 2 Seringues/0.8ml,8000UI
ENOXA,,ENOXA 8000UI anti-xa 80mg Sol.Inj. Bt 2 Seringues/0.8ml,8000UI
ENOXAMED,,ENOXAMED 10 000UI Anti Xa/1ml Sol.Inj. Bt 2Ser. Pré-remplies/1ml,000UI
ENOXAMED,,ENOXAMED 2000UI Anti Xa/0.2ml Sol.Inj. Bt 2Ser. Pré-remplies/0.2ml,2000UI
ENOXAMED,,ENOXAMED 2000UI Anti Xa/0.2ml Sol.Inj. Bt 6Ser. Pré-remplies/0.2ml,2000UI
ENOXAMED,,ENOXAMED 4000UI Anti Xa/0.4ml Sol.Inj. Bt 2Ser. Pré-remplies/0.4ml,4000UI
ENOXAMED,,ENOXAMED 4000UI Anti Xa/0.4ml Sol.Inj. Bt 6Ser. Pré-remplies/0.4ml,4000UI
ENOXAMED,,ENOXAMED 6000UI Anti Xa/0.6ml Sol.Inj. Bt 10Ser. Pré-remplies/0.6ml,6000UI
ENOXAMED,,ENOXAMED 6000UI Anti Xa/0.6ml Sol.Inj. Bt 2Ser. Pré-remplies/0.6ml,6000UI
ENOXAMED,,ENOXAMED 8000UI Anti Xa/0.8ml Sol.Inj. Bt 10Ser. Pré-remplies/0.8ml,8000UI
ENOXAMED,,ENOXAMED 8000UI Anti Xa/0.8ml Sol.Inj. Bt 2Ser. Pré-remplies /0.8ml,8000UI
ENTEROGERMINA,,ENTEROGERMINA 2milliards/5ml Susp.Buv. Bt 10Fl/5ml,5ml
ENTEROGERMINA,,ENTEROGERMINA 2milliards/5ml Susp.Buv. Bt 20Fl/5ml,5ml
ENTRESTO,,ENTRESTO 100mg Comp.Pell. Bt 56,100mg
ENTRESTO,,ENTRESTO 200mg Comp.Pell. Bt 56,200mg
ENTRESTO,,ENTRESTO 50mg Comp.Pell. Bt 28,50mg
EOLIDE,,EOLIDE EASY FLOW 200µg Pdre.P.Inhal.Bucc. Bt 60 Gél + Inhal.,200µg
EOLIDE,,EOLIDE EASY FLOW 400µg Pdre.P.Inhal.Bucc. Bt 60 Gél.+ Inhal.,400µg
EOSINE,,EOSINE AQUEUSE 2% GILBERT 2% Sol.Ext. Bt 10/2ml,2ml
EPHEDRINE,,EPHEDRINE AGUETTANT 30mg/10ml Sol.Inj. Bt 10Amp./10ml,30mg
EPIDUO,,EPIDUO Gel Derm. Pompe /30gr,30g
EPIDUO,,EPIDUO Gel Derm. Tb 30gr,30g
EPIRUBICIN,F,EPIRUBICIN THYMOORGAN 10mg/5ml Sol.Inj.P.Perf. Bt 1Fl/5ml (F),10mg
EPIRUBICIN,F,EPIRUBICIN THYMOORGAN 50mg/25ml Sol.Inj.P.Perf. Bt 1Fl/25ml (F),50mg
EPITAM,,EPITAM 250mg Comp.Pell. Bt 60,250mg
EPITAM,,EPITAM 500mg Comp.Pell. Bt 60,500mg
