EPC_Class_ID,EPC_Class_Name,Drug_Name,RxCUI,Drug_Type
N0000193889,Allergen,potato allergenic extract,892632,IN
N0000193889,Allergen,rye allergenic extract,892638,IN
N0000193889,Allergen,chicken allergenic extract,892653,IN
N0000193889,Allergen,cow milk allergenic extract,892665,IN
N0000193889,Allergen,California mugwort pollen extract,892734,IN
N0000193889,Allergen,duck feather extract,892851,IN
N0000193889,Allergen,para grass pollen extract,894750,IN
N0000193889,Allergen,goose feather extract,894783,IN
N0000193889,Allergen,chicken feather extract,894934,IN
N0000193889,Allergen,canary feather extract,894961,IN
N0000193889,Allergen,dog skin extract,894987,IN
N0000193889,Allergen,Mongolian gerbil skin allergenic extract,895070,IN
N0000193889,Allergen,European rabbit skin extract,895195,IN
N0000193889,Allergen,rat skin extract,895279,IN
N0000193889,Allergen,Cootamundra wattle pollen extract,895353,IN
N0000193889,Allergen,Sydney golden wattle pollen extract,895365,IN
N0000193889,Allergen,domestic cow hair extract,895488,IN
N0000193889,Allergen,domestic goat hair extract,895503,IN
N0000193889,Allergen,guinea pig hair extract,895507,IN
N0000193889,Allergen,horse hair extract,895515,IN
N0000193889,Allergen,European rabbit hair extract,895527,IN
N0000193889,Allergen,hog hair extract,895542,IN
N0000193889,Allergen,allspice allergenic extract,895552,IN
N0000193889,Allergen,apricot allergenic extract,895574,IN
N0000193889,Allergen,avocado allergenic extract,895582,IN
N0000193889,Allergen,spiny pigweed pollen extract,895919,IN
N0000193889,Allergen,short ragweed pollen extract,896135,IN
N0000193889,Allergen,dark leaved mugwort pollen extract,896246,IN
N0000193889,Allergen,allscale pollen extract,897304,IN
N0000193889,Allergen,saltbush pollen extract,897316,IN
N0000193889,Allergen,groundsel pollen extract,897332,IN
N0000193889,Allergen,Mexican tea pollen extract,897391,IN
N0000193889,Allergen,orange pollen extract,897403,IN
N0000193889,Allergen,lodgepole pine pollen extract,898324,IN
N0000193889,Allergen,annual bluegrass pollen extract,898404,IN
N0000193889,Allergen,basil allergenic extract,899355,IN
N0000193889,Allergen,sugar beet allergenic extract,899359,IN
N0000193889,Allergen,black pepper allergenic extract,899363,IN
N0000193889,Allergen,broccoli allergenic extract,899386,IN
N0000193889,Allergen,brussels sprout allergenic extract,899390,IN
N0000193889,Allergen,buckwheat allergenic extract,899394,IN
N0000193889,Allergen,cabbage allergenic extract,899398,IN
N0000193889,Allergen,garlic allergenic extract,899414,IN
N0000193889,Allergen,ginger allergenic extract,899420,IN
N0000193889,Allergen,grapefruit allergenic extract,899424,IN
N0000193889,Allergen,haddock allergenic extract,899428,IN
N0000193889,Allergen,herring allergenic extract,899434,IN
N0000193889,Allergen,lentil allergenic extract,899444,IN
N0000193889,Allergen,lettuce allergenic extract,899448,IN
N0000193889,Allergen,mustard greens allergenic extract,899452,IN
N0000193889,Allergen,mustard seed allergenic extract,899456,IN
N0000193889,Allergen,onion allergenic extract,899466,IN
N0000193889,Allergen,plum allergenic extract,899470,IN
N0000193889,Allergen,honeydew melon allergenic extract,899476,IN
N0000193889,Allergen,black-eyed pea allergenic extract,899490,IN
N0000193889,Allergen,yellow birch pollen extract,899550,IN
N0000193889,Allergen,paper birch pollen extract,899576,IN
N0000193889,Allergen,mulberry pollen extract,899593,IN
N0000193889,Allergen,blue beech pollen extract,899611,IN
N0000193889,Allergen,caraway seed allergenic extract,899637,IN
N0000193889,Allergen,bitternut hickory pollen extract,899645,IN
N0000193889,Allergen,pignut hickory pollen extract,899650,IN
N0000193889,Allergen,cauliflower allergenic extract,899661,IN
N0000193889,Allergen,cinnamon allergenic extract,899673,IN
N0000193889,Allergen,clove allergenic extract,899724,IN
N0000193889,Allergen,cranberry allergenic extract,899734,IN
N0000193889,Allergen,cucumber allergenic extract,899738,IN
N0000193889,Allergen,date allergenic extract,899742,IN
N0000193889,Allergen,flounder allergenic extract,899746,IN
N0000193889,Allergen,paprika allergenic extract,899873,IN
N0000193889,Allergen,parsley allergenic extract,899877,IN
N0000193889,Allergen,raspberry allergenic extract,899906,IN
N0000193889,Allergen,scallop allergenic extract,899916,IN
N0000193889,Allergen,Atlantic cod allergenic extract,900025,IN
N0000193889,Allergen,Atlantic salmon allergenic extract,900031,IN
N0000193889,Allergen,Oregon ash pollen extract,900045,IN
N0000193889,Allergen,oneseed juniper pollen extract,900108,IN
N0000193889,Allergen,redberry juniper pollen extract,900113,IN
N0000193889,Allergen,giant wild rye pollen extract,900148,IN
N0000193889,Allergen,blue spruce pollen extract,900704,IN
N0000193889,Allergen,slash pine pollen extract,900731,IN
N0000193889,Allergen,western white pine pollen extract,900743,IN
N0000193889,Allergen,Austrian pine pollen extract,900750,IN
N0000193889,Allergen,red pine pollen extract,900754,IN
N0000193889,Allergen,pitch pine pollen extract,900758,IN
N0000193889,Allergen,Scotch pine pollen extract,900764,IN
N0000193889,Allergen,loblolly pine pollen extract,900770,IN
N0000193889,Allergen,Japanese black pine pollen extract,900777,IN
N0000193889,Allergen,Garrys oak pollen extract,900987,IN
N0000193889,Allergen,bur oak pollen extract,900991,IN
N0000193889,Allergen,pin oak pollen extract,900999,IN
N0000193889,Allergen,post oak pollen extract,901011,IN
N0000193889,Allergen,Concord grape allergenic extract,901191,IN
N0000193889,Allergen,sesame seed allergenic extract,901199,IN
N0000193889,Allergen,sunflower seed allergenic extract,901203,IN
N0000193889,Allergen,watermelon allergenic extract,901258,IN
N0000193889,Allergen,white fish allergenic extract,901265,IN
N0000193889,Allergen,swordfish allergenic extract,901283,IN
N0000193889,Allergen,vanilla bean allergenic extract,901291,IN
N0000193889,Allergen,whole wheat allergenic extract,901299,IN
N0000193889,Allergen,sweet potato allergenic extract,901307,IN
N0000193889,Allergen,spearmint allergenic extract,901313,IN
N0000193889,Allergen,spinach allergenic extract,901317,IN
N0000193889,Allergen,red bell pepper allergenic extract,901329,IN
N0000193889,Allergen,cumin allergenic extract,901365,IN
N0000193889,Allergen,cultivated mushroom allergenic extract,901369,IN
N0000193889,Allergen,lemon allergenic extract,901382,IN
N0000193889,Allergen,common carp allergenic extract,901390,IN
N0000193889,Allergen,Alternaria alternata allergenic extract,901845,IN
N0000193889,Allergen,common cocklebur pollen extract,902215,IN
N0000193889,Allergen,broad leaved paperbark pollen extract,903913,IN
N0000193889,Allergen,carob allergenic extract,904498,IN
N0000193889,Allergen,egg (chicken) allergenic extract,904507,IN
N0000193889,Allergen,pistachio nut allergenic extract,904606,IN
N0000193889,Allergen,Acremonium strictum allergenic extract,905070,IN
N0000193889,Allergen,Acrothecium robustum allergenic extract,905088,IN
N0000193889,Allergen,American cockroach allergenic extract,905258,IN
N0000193889,Allergen,German cockroach allergenic extract,905276,IN
N0000193889,Allergen,rhubarb preparation,91266,IN
N0000193889,Allergen,Saccharomyces cerevisiae,9511,IN
N0000193889,Allergen,algal fungi allergenic extract,966692,IN
N0000193889,Allergen,orange pekoe tea allergenic extract,966696,IN
N0000193889,Allergen,cotton fiber allergenic extract,966925,IN
N0000193889,Allergen,Penicillium camemberti allergenic extract,966943,IN
N0000193889,Allergen,Paecilomyces variotii allergenic extract,966979,IN
N0000193889,Allergen,Phoma destructiva allergenic extract,966995,IN
N0000193889,Allergen,Candida tropicalis allergenic extract,967033,IN
N0000193889,Allergen,Penicillium expansum allergenic extract,967111,IN
N0000193889,Allergen,Rhodotorula mucilaginosa allergenic extract,967529,IN
N0000193889,Allergen,Rhizopus stolonifer allergenic extract,967721,IN
N0000193889,Allergen,Penicillium italicum allergenic extract,967960,IN
N0000193889,Allergen,Pyrethrum cinerariifolium allergenic extract,967970,IN
N0000193889,Allergen,Phanerodontia chrysosporium allergenic extract,968114,IN
N0000193889,Allergen,Stachybotrys chartarum allergenic extract,968123,IN
N0000193889,Allergen,Stemphylium sarciniforme allergenic extract,968130,IN
N0000193889,Allergen,Trichoderma harzianum allergenic extract,968197,IN
N0000193889,Allergen,Trichoderma viride allergenic extract,968401,IN
N0000193889,Allergen,Trichophyton rubrum allergenic extract,968413,IN
N0000193889,Allergen,Trichophyton schoenleinii allergenic extract,968422,IN
N0000193889,Allergen,Trichothecium roseum allergenic extract,968426,IN
N0000193889,Allergen,loose wheat smut allergenic extract,968437,IN
N0000193889,Allergen,Verticillium albo-atrum allergenic extract,968467,IN
N0000193889,Allergen,loose barley smut allergenic extract,968492,IN
N0000193889,Allergen,Tetracoccosporium paxianum allergenic extract,968502,IN
N0000193889,Allergen,Syncephalastrum racemosum allergenic extract,968506,IN
N0000193889,Allergen,white catfish allergenic extract,971166,IN
N0000193889,Allergen,Pleospora herbarum allergenic extract,971198,IN
N0000193889,Allergen,green olive allergenic extract,971379,IN
N0000193889,Allergen,lamb allergenic extract,971849,IN
N0000193889,Allergen,oat allergenic extract,971932,IN
N0000193889,Allergen,duck allergenic extract,972037,IN
N0000193889,Allergen,Penicillium roquefortii allergenic extract,972365,IN
N0000193889,Allergen,red currant allergenic extract,972480,IN
N0000193889,Allergen,eggplant allergenic extract,972601,IN
N0000193889,Allergen,beef liver allergenic extract,972689,IN
N0000193889,Allergen,oyster allergenic extract,973274,IN
N0000193889,Allergen,cricket allergenic extract,973447,IN
N0000193889,Allergen,fig allergenic extract,973880,IN
N0000193889,Allergen,sardine allergenic extract,974129,IN
N0000193889,Allergen,English sole allergenic extract,974140,IN
N0000193889,Allergen,thyme allergenic extract,974527,IN
N0000193889,Allergen,black olive allergenic extract,974650,IN
N0000193889,Allergen,radish allergenic extract,974687,IN
N0000193889,Allergen,mosquito allergenic extract,974741,IN
N0000193889,Allergen,turkey allergenic extract,975119,IN
N0000193889,Allergen,squash allergenic extract,975509,IN
N0000193889,Allergen,dill allergenic extract,975763,IN
N0000193889,Allergen,perch allergenic extract,976711,IN
N0000193889,Allergen,cochliobolus spicifer allergenic extract,995699,IN
N0000193889,Allergen,dendryphiella vinosa allergenic extract,995703,IN
N0000193889,Allergen,epidermophyton floccosum allergenic extract,995707,IN
N0000193889,Allergen,Lichtheimia corymbifera allergenic extract,995727,IN
N0000193889,Allergen,black imported fire ant allergenic extract,995738,IN
N0000193889,Allergen,Canada goldenrod pollen extract,995743,IN
N0000193889,Allergen,bald cypress pollen extract,995747,IN
N0000193889,Allergen,American basswood pollen extract,995754,IN
N0000193889,Allergen,Aspergillus flavus allergenic extract,999384,IN
N0000193889,Allergen,Curvularia inequalis allergenic extract,999438,IN
N0000193889,Allergen,Eurotium herbariorum allergenic extract,999450,IN
N0000193889,Allergen,Fusarium compactum allergenic extract,999457,IN
N0000193889,Allergen,Geotrichum candidum allergenic extract,999463,IN
N0000193889,Allergen,Puccinia graminis allergenic extract,999487,IN
N0000193890,Allergenic Extract,Apiospora montagnei allergenic extract,1006258,IN
N0000193890,Allergenic Extract,Aspergillus repens allergenic extract,1006310,IN
N0000193890,Allergenic Extract,Indian wormwood sage pollen extract,1006495,IN
N0000193890,Allergenic Extract,tall oat grass pollen extract,1006506,IN
N0000193890,Allergenic Extract,barley malt allergenic extract,1006510,IN
N0000193890,Allergenic Extract,chocolate allergenic extract,1010915,IN
N0000193890,Allergenic Extract,leek allergenic extract,1010932,IN
N0000193890,Allergenic Extract,oregano allergenic extract,1010965,IN
N0000193890,Allergenic Extract,poppy seed allergenic extract,1011017,IN
N0000193890,Allergenic Extract,okra allergenic extract,1011021,IN
N0000193890,Allergenic Extract,parsnip allergenic extract,1011027,IN
N0000193890,Allergenic Extract,horseradish allergenic extract,1011043,IN
N0000193890,Allergenic Extract,chickpea allergenic extract,1011049,IN
N0000193890,Allergenic Extract,lime allergenic extract,1011060,IN
N0000193890,Allergenic Extract,mango allergenic extract,1011404,IN
N0000193890,Allergenic Extract,tangerine allergenic extract,1011412,IN
N0000193890,Allergenic Extract,watercress allergenic extract,1011418,IN
N0000193890,Allergenic Extract,papaya allergenic extract,1011426,IN
N0000193890,Allergenic Extract,sage leaf allergenic extract,1011627,IN
N0000193890,Allergenic Extract,veal allergenic extract,1012026,IN
N0000193890,Allergenic Extract,sour cherry allergenic extract,1012134,IN
N0000193890,Allergenic Extract,scrub pine pollen extract,1013913,IN
N0000193890,Allergenic Extract,water oak pollen extract,1013944,IN
N0000193890,Allergenic Extract,cedar elm pollen extract,1014191,IN
N0000193890,Allergenic Extract,Italian rye grass pollen extract,1014340,IN
N0000193890,Allergenic Extract,longleaf pine pollen extract,1014360,IN
N0000193890,Allergenic Extract,Bermuda grass smut allergenic extract,1014385,IN
N0000193890,Allergenic Extract,Humicola grisea allergenic extract,1014391,IN
N0000193890,Allergenic Extract,Microsporum audouinii allergenic extract,1014395,IN
N0000193890,Allergenic Extract,microsporum canis allergenic extract,1014399,IN
N0000193890,Allergenic Extract,yellow sweet clover pollen extract,1014447,IN
N0000193890,Allergenic Extract,jack pine pollen extract,1014690,IN
N0000193890,Allergenic Extract,redwood pollen extract,1014707,IN
N0000193890,Allergenic Extract,California black oak pollen extract,1014721,IN
N0000193890,Allergenic Extract,Canadian bluegrass pollen extract,1014731,IN
N0000193890,Allergenic Extract,white sweet clover pollen extract,1014735,IN
N0000193890,Allergenic Extract,bitter dock pollen extract,1014739,IN
N0000193890,Allergenic Extract,white (mexican) dock pollen extract,1014743,IN
N0000193890,Allergenic Extract,western black willow pollen extract,1014755,IN
N0000193890,Allergenic Extract,balsam poplar pollen extract,1014762,IN
N0000193890,Allergenic Extract,Jerusalem oak pollen extract,1014766,IN
N0000193890,Allergenic Extract,cultivated rye grass pollen extract,1014774,IN
N0000193890,Allergenic Extract,creeping bentgrass pollen extract,1094116,IN
N0000193890,Allergenic Extract,broomweed pollen extract,1094193,IN
N0000193890,Allergenic Extract,cultivated barley pollen extract,1098118,IN
N0000193890,Allergenic Extract,narrowleaf marshelder pollen extract,1098130,IN
N0000193890,Allergenic Extract,largemouth bass allergenic extract,1098183,IN
N0000193890,Allergenic Extract,osage orange pollen extract,1098189,IN
N0000193890,Allergenic Extract,Neurospora sitophila allergenic extract,1098200,IN
N0000193890,Allergenic Extract,littleseed canary grass pollen extract,1098232,IN
N0000193890,Allergenic Extract,Douglas fir pollen extract,1098257,IN
N0000193890,Allergenic Extract,orris root allergenic extract,1098353,IN
N0000193890,Allergenic Extract,Sudan grass pollen extract,1098455,IN
N0000193890,Allergenic Extract,Trichophyton tonsurans allergenic extract,1098619,IN
N0000193890,Allergenic Extract,valley oak pollen extract,1111024,IN
N0000193890,Allergenic Extract,American house dust mite allergenic extract,1116977,IN
N0000193890,Allergenic Extract,European house dust mite allergenic extract,1116979,IN
N0000193890,Allergenic Extract,weakleaf bur ragweed pollen extract,1117083,IN
N0000193890,Allergenic Extract,Colletotrichum coccodes allergenic extract,1192729,IN
N0000193890,Allergenic Extract,Hypomyces perniciosus allergenic extract,1192968,IN
N0000193890,Allergenic Extract,parakeet feather allergenic extract,1192987,IN
N0000193890,Allergenic Extract,Microascus brevicaulis allergenic extract,1192992,IN
N0000193890,Allergenic Extract,gliocladium allergenic extract,1192997,IN
N0000193890,Allergenic Extract,pale dock pollen extract,1232604,IN
N0000193890,Allergenic Extract,broadleaf cattail pollen extract,1232637,IN
N0000193890,Allergenic Extract,grapefruit extract,124323,IN
N0000193890,Allergenic Extract,ginger root,125921,IN
N0000193890,Allergenic Extract,cranberry preparation,125933,IN
N0000193890,Allergenic Extract,bald-faced hornet venom protein,1297525,IN
N0000193890,Allergenic Extract,common wasp venom protein,1297527,IN
N0000193890,Allergenic Extract,eastern yellow jacket venom protein,1297529,IN
N0000193890,Allergenic Extract,German wasp venom protein,1297531,IN
N0000193890,Allergenic Extract,southern yellow jacket venom protein,1297533,IN
N0000193890,Allergenic Extract,western yellow jacket venom protein,1297535,IN
N0000193890,Allergenic Extract,yellow hornet venom protein,1297537,IN
N0000193890,Allergenic Extract,Siberian elm pollen extract,1299981,IN
N0000193890,Allergenic Extract,Carya laciniosa pollen extract,1305551,IN
N0000193890,Allergenic Extract,cucumber extract,1305719,IN
N0000193890,Allergenic Extract,lime (citrus) extract,1305725,IN
N0000193890,Allergenic Extract,silver birch pollen allergenic extract,1306108,IN
N0000193890,Allergenic Extract,barley malt syrup,1306883,IN
N0000193890,Allergenic Extract,Aspergillus flavus var. oryzae protease,1307040,IN
N0000193890,Allergenic Extract,Cola acuminata seed extract,1307595,IN
N0000193890,Allergenic Extract,Lawsonia inermis leaf extract,1307699,IN
N0000193890,Allergenic Extract,wine grape extract,1307718,IN
N0000193890,Allergenic Extract,Solidago virgaurea pollen extract,1309242,IN
N0000193890,Allergenic Extract,anise seed extract,1309292,IN
N0000193890,Allergenic Extract,sunflower seed extract,1309391,IN
N0000193890,Allergenic Extract,Strychnos nux-vomica seed extract,1309678,IN
N0000193890,Allergenic Extract,sesame seed extract,1310046,IN
N0000193890,Allergenic Extract,Juniperus communis fruit extract,1310189,IN
N0000193890,Allergenic Extract,brown rice preparation,1311040,IN
N0000193890,Allergenic Extract,Sorghum bicolor pollen extract,1311406,IN
N0000193890,Allergenic Extract,avocado oil,1311611,IN
N0000193890,Allergenic Extract,red pepper extract,1313692,IN
N0000193890,Allergenic Extract,Streptomyces griseus allergenic extract,1314592,IN
N0000193890,Allergenic Extract,radish extract,1314656,IN
N0000193890,Allergenic Extract,Salsola tragus pollen extract,1314927,IN
N0000193890,Allergenic Extract,egg extract,1315115,IN
N0000193890,Allergenic Extract,eggplant extract,1315116,IN
N0000193890,Allergenic Extract,green bell pepper extract,1315118,IN
N0000193890,Allergenic Extract,"oyster, unspecified preparation",1315121,IN
N0000193890,Allergenic Extract,blue crab preparation,1315126,IN
N0000193890,Allergenic Extract,beef liver preparation,1330085,IN
N0000193890,Allergenic Extract,Blatta orientalis preparation,1346617,IN
N0000193890,Allergenic Extract,nutmeg extract,1353217,IN
N0000193890,Allergenic Extract,apricot extract,1353891,IN
N0000193890,Allergenic Extract,sage extract,1354504,IN
N0000193890,Allergenic Extract,grapefruit peel extract,1358897,IN
N0000193890,Allergenic Extract,Platycladus orientalis pollen extract,1360623,IN
N0000193890,Allergenic Extract,Amaranthus hybridus pollen extract,1363561,IN
N0000193890,Allergenic Extract,Trifolium repens pollen extract,1363563,IN
N0000193890,Allergenic Extract,lemon extract,1364291,IN
N0000193890,Allergenic Extract,clove preparation,1364295,IN
N0000193890,Allergenic Extract,pear preparation,1367125,IN
N0000193890,Allergenic Extract,tragacanth,1368197,IN
N0000193890,Allergenic Extract,Aspergillus nidulans allergenic extract,1368357,IN
N0000193890,Allergenic Extract,Glycyrrhiza glabra extract,1370435,IN
N0000193890,Allergenic Extract,onion extract,1370469,IN
N0000193890,Allergenic Extract,quince extract,1370761,IN
N0000193890,Allergenic Extract,barley extract,1370766,IN
N0000193890,Allergenic Extract,raspberry extract,1370769,IN
N0000193890,Allergenic Extract,bean extract,1370773,IN
N0000193890,Allergenic Extract,wheat gluten extract,1370781,IN
N0000193890,Allergenic Extract,okra extract,1370787,IN
N0000193890,Allergenic Extract,coconut extract,1372248,IN
N0000193890,Allergenic Extract,spearmint extract,1372258,IN
N0000193890,Allergenic Extract,cocoa extract,1373895,IN
N0000193890,Allergenic Extract,salmon preparation,1421430,IN
N0000193890,Allergenic Extract,corn grain extract,1423924,IN
N0000193890,Allergenic Extract,apple extract,1424865,IN
N0000193890,Allergenic Extract,mango extract,1426332,IN
N0000193890,Allergenic Extract,tangerine extract,1426364,IN
N0000193890,Allergenic Extract,sea scallop preparation,1426396,IN
N0000193890,Allergenic Extract,"cod, unspecified preparation",1426437,IN
N0000193890,Allergenic Extract,Clonostachys rosea f. rosea allergenic extract,1426481,IN
N0000193890,Allergenic Extract,Ulmus rubra pollen allergenic extract,1426632,IN
N0000193890,Allergenic Extract,Pisum sativum (pea) extract,1426912,IN
N0000193890,Allergenic Extract,lentil seed extract,1426921,IN
N0000193890,Allergenic Extract,Penicillium digitatum allergenic extract,1427044,IN
N0000193890,Allergenic Extract,Ustilago maydis extract,1427134,IN
N0000193890,Allergenic Extract,Quercus marilandica pollen extract,1437222,IN
N0000193890,Allergenic Extract,safflower seed extract,1440241,IN
N0000193890,Allergenic Extract,Alnus glutinosa bark extract,1441543,IN
N0000193890,Allergenic Extract,wheat preparation,1441652,IN
N0000193890,Allergenic Extract,colonial bent grass pollen extract,1484937,IN
N0000193890,Allergenic Extract,meadow foxtail pollen extract,1484974,IN
N0000193890,Allergenic Extract,common hazel pollen extract,1484979,IN
N0000193890,Allergenic Extract,crested dogstail pollen extract,1484980,IN
N0000193890,Allergenic Extract,European beech pollen extract,1484981,IN
N0000193890,Allergenic Extract,ash pollen extract,1484982,IN
N0000193890,Allergenic Extract,broadleaf plantain pollen extract,1484983,IN
N0000193890,Allergenic Extract,English oak pollen extract,1484984,IN
N0000193890,Allergenic Extract,bulbous buttercup pollen extract,1484985,IN
N0000193890,Allergenic Extract,white willow pollen extract,1484986,IN
N0000193890,Allergenic Extract,pineapple extract,1492174,IN
N0000193890,Allergenic Extract,turkey feather extract,1594963,IN
N0000193890,Allergenic Extract,pheasant feather extract,1594964,IN
N0000193890,Allergenic Extract,Syrian hamster hair extract,1594965,IN
N0000193890,Allergenic Extract,Corylus americana nut oil,1603849,IN
N0000193890,Allergenic Extract,bay leaf extract,1606480,IN
N0000193890,Allergenic Extract,Jerusalem artichoke extract,1648701,IN
N0000193890,Allergenic Extract,zucchini extract,1649134,IN
N0000193890,Allergenic Extract,Humulus lupulus pollen extract,1740937,IN
N0000193890,Allergenic Extract,Acer pseudoplatanus pollen extract,1801702,IN
N0000193890,Allergenic Extract,Gibberella zeae allergenic extract,1922751,IN
N0000193890,Allergenic Extract,northern quahog preparation,1925437,IN
N0000193890,Allergenic Extract,Cephalosporium roseum extract,1925834,IN
N0000193890,Allergenic Extract,Candida albicans,1963,IN
N0000193890,Allergenic Extract,Penicillium glaucum allergenic extract,1986792,IN
N0000193890,Allergenic Extract,papaya extract,1992412,IN
N0000193890,Allergenic Extract,house mouse hair extract,1993210,IN
N0000193890,Allergenic Extract,Iris germanica var. florentina root extract,1993233,IN
N0000193890,Allergenic Extract,golden chain pollen extract,1996102,IN
N0000193890,Allergenic Extract,American lobster allergenic extract,1997187,IN
N0000193890,Allergenic Extract,Gibberella fujikuroi extract,2043450,IN
N0000193890,Allergenic Extract,Grindelia ciliata pollen extract,2043451,IN
N0000193890,Allergenic Extract,black carpenter ant allergenic extract,2057909,IN
N0000193890,Allergenic Extract,brussels sprout extract,2099275,IN
N0000193890,Allergenic Extract,Aspergillus amstelodami extract,2101007,IN
N0000193890,Allergenic Extract,Gliocladium viride extract,2101008,IN
N0000193890,Allergenic Extract,Mucor circinelloides f. circinelloides allergenic extract,2101422,IN
N0000193890,Allergenic Extract,Mucor circinelloides f. lusitanicus allergenic extract,2101473,IN
N0000193890,Allergenic Extract,Fusarium oxysporum allergenic extract,2101722,IN
N0000193890,Allergenic Extract,Leucanthemum vulgare pollen,2102006,IN
N0000193890,Allergenic Extract,Trifolium pratense pollen extract,2102052,IN
N0000193890,Allergenic Extract,black sea bass allergenic extract,2102474,IN
N0000193890,Allergenic Extract,velvetleaf huckleberry allergenic extract,2102487,IN
N0000193890,Allergenic Extract,yellowfin tuna allergenic extract,2102488,IN
N0000193890,Allergenic Extract,dill extract,2108821,IN
N0000193890,Allergenic Extract,Candida albicans allergenic extract,214355,IN
N0000193890,Allergenic Extract,domestic cow dander extract,2166591,IN
N0000193890,Allergenic Extract,guinea pig dander,2166593,IN
N0000193890,Allergenic Extract,European aspen pollen extract,2166596,IN
N0000193890,Allergenic Extract,western larch pollen extract,2166614,IN
N0000193890,Allergenic Extract,London planetree,2166616,IN
N0000193890,Allergenic Extract,horse dander extract,2167548,IN
N0000193890,Allergenic Extract,dog dander extract,2167551,IN
N0000193890,Allergenic Extract,chinquapin oak pollen extract,2167695,IN
N0000193890,Allergenic Extract,sweet wormwood pollen extract,2167819,IN
N0000193890,Allergenic Extract,Cytisus scoparius flowering top extract,2168418,IN
N0000193890,Allergenic Extract,peppermint flowering top extract,2168421,IN
N0000193890,Allergenic Extract,Callistemon citrinus pollen extract,2171260,IN
N0000193890,Allergenic Extract,Atlantic mackerel allergenic extract,2198984,IN
N0000193890,Allergenic Extract,Acacia dealbata pollen extract,2202946,IN
N0000193890,Allergenic Extract,colloidal oatmeal,221082,IN
N0000193890,Allergenic Extract,Atlantic halibut allergenic extract,2261370,IN
N0000193890,Allergenic Extract,vanilla bean extract,2275721,IN
N0000193890,Allergenic Extract,licorice root extract,235524,IN
N0000193890,Allergenic Extract,Cynara preparation,235940,IN
N0000193890,Allergenic Extract,Ulmus glabra pollen extract,2369372,IN
N0000193890,Allergenic Extract,ocean perch preparation,2471431,IN
N0000193890,Allergenic Extract,Rattus norvegicus hair preparation,2471704,IN
N0000193890,Allergenic Extract,cat hair extract,248123,IN
N0000193890,Allergenic Extract,grape extract,253172,IN
N0000193890,Allergenic Extract,Salix repens pollen extract,2533912,IN
N0000193890,Allergenic Extract,Periplaneta australasiae extract,2590183,IN
N0000193890,Allergenic Extract,Tabanus nigrovittatus extract,2590185,IN
N0000193890,Allergenic Extract,Camelus bactrianus hair extract,2590604,IN
N0000193890,Allergenic Extract,Pinus cembroides pollen extract,2590679,IN
N0000193890,Allergenic Extract,Salix lutea pollen extract,2590686,IN
N0000193890,Allergenic Extract,hops extract,259266,IN
N0000193890,Allergenic Extract,black pepper preparation,259314,IN
N0000193890,Allergenic Extract,Malus domestica pollen extract,2593689,IN
N0000193890,Allergenic Extract,watermelon preparation,260014,IN
N0000193890,Allergenic Extract,Brazilian pepper tree pollen extract,2632068,IN
N0000193890,Allergenic Extract,Peruvian pepper tree pollen extract,2632070,IN
N0000193890,Allergenic Extract,Syringa vulgaris pollen extract,2634236,IN
N0000193890,Allergenic Extract,garlic preparation,265647,IN
N0000193890,Allergenic Extract,Vitis vinifera pollen extract,2669695,IN
N0000193890,Allergenic Extract,Calocedrus decurrens pollen extract,2670160,IN
N0000193890,Allergenic Extract,Coffea arabica seed extract,2695791,IN
N0000193890,Allergenic Extract,Allium cepa bulb extract,2695867,IN
N0000193890,Allergenic Extract,Cucumis sativus fruit extract,2700058,IN
N0000193890,Allergenic Extract,Glycyrrhiza glabra root powder extract,2711885,IN
N0000193890,Allergenic Extract,banana extract,285149,IN
N0000193890,Allergenic Extract,Apis mellifera preparation,285219,IN
N0000193890,Allergenic Extract,ginger extract,285241,IN
N0000193890,Allergenic Extract,cinnamon preparation,285245,IN
N0000193890,Allergenic Extract,oats preparation,285251,IN
N0000193890,Allergenic Extract,soybean preparation,287515,IN
N0000193890,Allergenic Extract,Aspergillus terreus allergenic extract,314324,IN
N0000193890,Allergenic Extract,Chrysonilia sitophila allergenic extract,314411,IN
N0000193890,Allergenic Extract,Mucor plumbeus allergenic extract,314415,IN
N0000193890,Allergenic Extract,Rhizopus arrhizus allergenic extract,314443,IN
N0000193890,Allergenic Extract,silk allergenic extract,314455,IN
N0000193890,Allergenic Extract,corn smut allergenic extract,314488,IN
N0000193890,Allergenic Extract,flaxseed extract,318224,IN
N0000193890,Allergenic Extract,Capsicum extract,319780,IN
N0000193890,Allergenic Extract,thyme preparation,319823,IN
N0000193890,Allergenic Extract,peppermint preparation,33093,IN
N0000193890,Allergenic Extract,oat smut allergenic extract,349978,IN
N0000193890,Allergenic Extract,saccharomyces cerevisiae allergenic extract,350141,IN
N0000193890,Allergenic Extract,house fly allergenic extract,350173,IN
N0000193890,Allergenic Extract,Aspergillus fumigatus allergenic extract,466192,IN
N0000193890,Allergenic Extract,Botrytis cinerea allergenic extract,466195,IN
N0000193890,Allergenic Extract,Chaetomium globosum allergenic extract,466197,IN
N0000193890,Allergenic Extract,Cladosporium herbarum allergenic extract,466198,IN
N0000193890,Allergenic Extract,rabbit allergenic extract,813859,IN
N0000193890,Allergenic Extract,Acacia pollen extract,851732,IN
