EPC_Class_ID,EPC_Class_Name,Drug_Name,RxCUI,Drug_Type
N0000175413,Platinum-based Drug,cisplatin,2555,IN
N0000175413,Platinum-based Drug,oxaliplatin,32592,IN
N0000175413,Platinum-based Drug,carboplatin,40048,IN
N0000175414,Anthracycline Topoisomerase Inhibitor,daunorubicin,3109,IN
N0000175414,Anthracycline Topoisomerase Inhibitor,doxorubicin,3639,IN
N0000175414,Anthracycline Topoisomerase Inhibitor,epirubicin,3995,IN
N0000175414,Anthracycline Topoisomerase Inhibitor,idarubicin,5650,IN
N0000175415,Nitrate Vasodilator,isosorbide mononitrate,28004,PIN
N0000175415,Nitrate Vasodilator,nitroglycerin,4917,IN
N0000175415,Nitrate Vasodilator,isosorbide dinitrate,6058,IN
N0000175416,Prostacycline Vasodilator,treprostinil,343048,IN
N0000175416,Prostacycline Vasodilator,epoprostenol,8814,IN
N0000175418,Potassium-sparing Diuretic,triamterene,10763,IN
N0000175418,Potassium-sparing Diuretic,amiloride,644,IN
N0000175419,Thiazide Diuretic,bendroflumethiazide,1369,IN
N0000175419,Thiazide Diuretic,chlorothiazide,2396,IN
N0000175419,Thiazide Diuretic,hydrochlorothiazide,5487,IN
N0000175419,Thiazide Diuretic,hydroflumethiazide,5495,IN
N0000175419,Thiazide Diuretic,polythiazide,8565,IN
N0000175420,Thiazide-like Diuretic,chlorthalidone,2409,IN
N0000175420,Thiazide-like Diuretic,indapamide,5764,IN
N0000175420,Thiazide-like Diuretic,metolazone,6916,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,amlodipine,17767,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,clevidipine,233603,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,isradipine,33910,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,felodipine,4316,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,nicardipine,7396,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,nifedipine,7417,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,nimodipine,7426,IN
N0000175421,Dihydropyridine Calcium Channel Blocker,nisoldipine,7435,IN
N0000175423,Sympathomimetic Amine Anorectic,benzphetamine,1422,IN
N0000175423,Sympathomimetic Amine Anorectic,phendimetrazine,33272,IN
N0000175423,Sympathomimetic Amine Anorectic,diethylpropion,3389,IN
N0000175423,Sympathomimetic Amine Anorectic,phentermine,8152,IN
N0000175425,Amphetamine Anorectic,methamphetamine,6816,IN
N0000175426,Antiarrhythmic,dronedarone,233698,IN
N0000175426,Antiarrhythmic,disopyramide,3541,IN
N0000175426,Antiarrhythmic,ibutilide,41289,IN
N0000175426,Antiarrhythmic,flecainide,4441,IN
N0000175426,Antiarrhythmic,dofetilide,49247,IN
N0000175426,Antiarrhythmic,lidocaine,6387,IN
N0000175426,Antiarrhythmic,mexiletine,6926,IN
N0000175426,Antiarrhythmic,amiodarone,703,IN
N0000175426,Antiarrhythmic,procainamide,8700,IN
N0000175426,Antiarrhythmic,propafenone,8754,IN
N0000175426,Antiarrhythmic,quinidine,9068,IN
N0000175426,Antiarrhythmic,sotalol,9947,IN
N0000175427,Anti-anginal,ranolazine,35829,IN
N0000175428,Glinide,nateglinide,274332,IN
N0000175428,Glinide,repaglinide,73044,IN
N0000175429,Antidote,levomefolic acid,1025342,PIN
N0000175429,Antidote,Centruroides (scorpion) immune F(ab')2 (equine),1119986,IN
N0000175429,Antidote,insulin detemir,139825,IN
N0000175429,Antidote,fomepizole,15226,IN
N0000175429,Antidote,insulin degludec,1670007,IN
N0000175429,Antidote,acetylcysteine,197,IN
N0000175429,Antidote,prussian blue insoluble,24902,IN
N0000175429,Antidote,"insulin, regular, human",253182,IN
N0000175429,Antidote,insulin glargine,274783,IN
N0000175429,Antidote,pralidoxime,34345,IN
N0000175429,Antidote,"insulin glulisine, human",400008,IN
N0000175429,Antidote,levocarnitine,42955,IN
N0000175429,Antidote,"insulin aspart, human",51428,IN
N0000175429,Antidote,hydroxocobalamin,5514,IN
N0000175429,Antidote,leucovorin,6313,IN
N0000175429,Antidote,pyridoxine,684879,IN
N0000175429,Antidote,vitamin K1,8308,IN
N0000175429,Antidote,insulin lispro,86009,IN
N0000175429,Antidote,levoleucovorin,877015,IN
N0000175429,Antidote,Agkistrodon piscivorus antivenin,885183,IN
N0000175429,Antidote,Crotalus adamanteus antivenin,885185,IN
N0000175429,Antidote,Crotalus atrox antivenin,885187,IN
N0000175429,Antidote,Crotalus scutulatus antivenin,885189,IN
N0000175429,Antidote,Latrodectus mactans antivenin,89887,IN
N0000175430,Atypical Antipsychotic,lurasidone,1040028,IN
N0000175430,Atypical Antipsychotic,ziprasidone,115698,IN
N0000175430,Atypical Antipsychotic,brexpiprazole,1658314,IN
N0000175430,Atypical Antipsychotic,cariprazine,1667655,IN
N0000175430,Atypical Antipsychotic,pimavanserin,1791685,IN
N0000175430,Atypical Antipsychotic,lumateperone,2275602,IN
N0000175430,Atypical Antipsychotic,clozapine,2626,IN
N0000175430,Atypical Antipsychotic,risperidone,35636,IN
N0000175430,Atypical Antipsychotic,quetiapine,51272,IN
N0000175430,Atypical Antipsychotic,olanzapine,61381,IN
N0000175430,Atypical Antipsychotic,paliperidone,679314,IN
N0000175430,Atypical Antipsychotic,iloperidone,73178,IN
N0000175430,Atypical Antipsychotic,asenapine,784649,IN
N0000175430,Atypical Antipsychotic,aripiprazole,89013,IN
N0000175431,Macrolide Antibacterial,fidaxomicin,1111103,IN
N0000175434,Pleuromutilin Antibacterial,lefamulin,2198944,IN
N0000175434,Pleuromutilin Antibacterial,retapamulin,642274,IN
N0000175435,Nitroimidazole Antimicrobial,tinidazole,10612,IN
N0000175435,Nitroimidazole Antimicrobial,fexinidazole,2564146,IN
N0000175435,Nitroimidazole Antimicrobial,secnidazole,36314,IN
N0000175435,Nitroimidazole Antimicrobial,metronidazole,6922,IN
N0000175443,Lincosamide Antibacterial,clindamycin,2582,IN
N0000175453,Insulin Analog,insulin detemir,139825,IN
N0000175453,Insulin Analog,insulin degludec,1670007,IN
N0000175453,Insulin Analog,insulin glargine,274783,IN
N0000175453,Insulin Analog,"insulin glulisine, human",400008,IN
N0000175453,Insulin Analog,"insulin aspart, human",51428,IN
N0000175453,Insulin Analog,insulin lispro,86009,IN
N0000175454,Prostaglandin Analog,tafluprost,1244607,IN
N0000175454,Prostaglandin Analog,carboprost,2051,IN
N0000175454,Prostaglandin Analog,travoprost,283809,IN
N0000175454,Prostaglandin Analog,bimatoprost,283810,IN
N0000175454,Prostaglandin Analog,dinoprostone,3478,IN
N0000175454,Prostaglandin Analog,latanoprost,43611,IN
N0000175454,Prostaglandin Analog,alprostadil,598,IN
N0000175457,Calcineurin Inhibitor Immunosuppressant,anhydrous tacrolimus,235991,PIN
N0000175457,Calcineurin Inhibitor Immunosuppressant,voclosporin,2475166,IN
N0000175457,Calcineurin Inhibitor Immunosuppressant,cyclosporine,3008,IN
N0000175457,Calcineurin Inhibitor Immunosuppressant,pimecrolimus,321952,IN
N0000175461,Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor,cidofovir anhydrous,1546007,PIN
N0000175461,Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor,valganciclovir,275891,IN
N0000175461,Cytomegalovirus Nucleoside Analog DNA Polymerase Inhibitor,ganciclovir,4678,IN
N0000175462,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,zidovudine,11413,IN
N0000175462,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,tenofovir anhydrous,1546017,PIN
N0000175462,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,abacavir,190521,IN
N0000175462,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,emtricitabine,276237,IN
N0000175462,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,didanosine,3364,IN
N0000175462,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,stavudine,59763,IN
N0000175462,Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,lamivudine,68244,IN
N0000175463,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,rilpivirine,1102270,IN
N0000175463,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,efavirenz,195085,IN
N0000175463,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,doravirine,2055755,IN
N0000175463,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,etravirine,475969,IN
N0000175463,Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,nevirapine,53654,IN
N0000175466,Nucleoside Analog Antiviral,trifluridine,10803,IN
N0000175466,Nucleoside Analog Antiviral,zidovudine,11413,IN
N0000175466,Nucleoside Analog Antiviral,cidofovir anhydrous,1546007,PIN
N0000175466,Nucleoside Analog Antiviral,tenofovir anhydrous,1546017,PIN
N0000175466,Nucleoside Analog Antiviral,entecavir anhydrous,1546027,PIN
N0000175466,Nucleoside Analog Antiviral,adefovir,16521,IN
N0000175466,Nucleoside Analog Antiviral,abacavir,190521,IN
N0000175466,Nucleoside Analog Antiviral,valganciclovir,275891,IN
N0000175466,Nucleoside Analog Antiviral,emtricitabine,276237,IN
N0000175466,Nucleoside Analog Antiviral,acyclovir,281,IN
N0000175466,Nucleoside Analog Antiviral,didanosine,3364,IN
N0000175466,Nucleoside Analog Antiviral,ganciclovir,4678,IN
N0000175466,Nucleoside Analog Antiviral,idoxuridine,5653,IN
N0000175466,Nucleoside Analog Antiviral,stavudine,59763,IN
N0000175466,Nucleoside Analog Antiviral,penciclovir,59839,IN
N0000175466,Nucleoside Analog Antiviral,famciclovir,68099,IN
N0000175466,Nucleoside Analog Antiviral,lamivudine,68244,IN
N0000175466,Nucleoside Analog Antiviral,valacyclovir,73645,IN
N0000175466,Nucleoside Analog Antiviral,ribavirin,9344,IN
N0000175467,Nucleoside Analog Antifungal,flucytosine,4451,IN
N0000175468,Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor,acyclovir,281,IN
N0000175468,Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor,penciclovir,59839,IN
N0000175468,Herpesvirus Nucleoside Analog DNA Polymerase Inhibitor,valacyclovir,73645,IN
N0000175470,Pyrophosphate Analog DNA Polymerase Inhibitor,foscarnet,33562,IN
N0000175473,Metal Chelator,trientine,10798,IN
N0000175473,Metal Chelator,deferiprone,11645,IN
N0000175473,Metal Chelator,deferoxamine,3131,IN
N0000175473,Metal Chelator,cellulose sodium phosphate,342965,PIN
N0000175473,Metal Chelator,dimercaprol,3445,IN
N0000175473,Metal Chelator,succimer,3446,IN
N0000175473,Metal Chelator,pentetic acid,3690,PIN
N0000175473,Metal Chelator,edetic acid,3755,IN
N0000175473,Metal Chelator,deferasirox,614373,IN
N0000175474,Unfractionated Heparin,"heparin, porcine",235473,PIN
N0000175476,Vitamin K Antagonist,warfarin,11289,IN
N0000175477,Aminoglycoside Antibacterial,streptomycin,10109,IN
N0000175477,Aminoglycoside Antibacterial,tobramycin,10627,IN
N0000175477,Aminoglycoside Antibacterial,gentamicin,1596450,IN
N0000175477,Aminoglycoside Antibacterial,kanamycin,6099,IN
N0000175477,Aminoglycoside Antibacterial,amikacin,641,IN
N0000175477,Aminoglycoside Antibacterial,neomycin,7299,IN
N0000175480,Amphenicol-class Antibacterial,chloramphenicol,2348,IN
N0000175481,Anthelmintic,thiabendazole,10450,IN
N0000175481,Anthelmintic,triclabendazole,2118525,IN
N0000175481,Anthelmintic,albendazole,430,IN
N0000175481,Anthelmintic,mebendazole,6672,IN
N0000175481,Anthelmintic,praziquantel,8628,IN
N0000175482,Antimalarial,artemether,18343,IN
N0000175482,Antimalarial,proguanil,2382,IN
N0000175482,Antimalarial,chloroquine,2393,IN
N0000175482,Antimalarial,hydroxychloroquine,5521,IN
N0000175482,Antimalarial,atovaquone,60212,IN
N0000175482,Antimalarial,mefloquine,6694,IN
N0000175482,Antimalarial,lumefantrine,847728,IN
N0000175482,Antimalarial,primaquine,8687,IN
N0000175482,Antimalarial,pyrimethamine,9010,IN
N0000175482,Antimalarial,quinine,9071,IN
N0000175483,Antimycobacterial,streptomycin,10109,IN
N0000175483,Antimycobacterial,bedaquiline,1364504,IN
N0000175483,Antimycobacterial,pretomanid,2198359,IN
N0000175483,Antimycobacterial,rifapentine,35617,IN
N0000175483,Antimycobacterial,ethambutol,4110,IN
N0000175483,Antimycobacterial,rifabutin,55672,IN
N0000175483,Antimycobacterial,isoniazid,6038,IN
N0000175483,Antimycobacterial,pyrazinamide,8987,IN
N0000175484,Antiparasitic,thiabendazole,10450,IN
N0000175484,Antiparasitic,benzyl alcohol,1426,IN
N0000175484,Antiparasitic,miltefosine,1494066,IN
N0000175484,Antiparasitic,lotilaner,1998841,IN
N0000175484,Antiparasitic,triclabendazole,2118525,IN
N0000175484,Antiparasitic,spinosad,299081,IN
N0000175484,Antiparasitic,albendazole,430,IN
N0000175484,Antiparasitic,ivermectin,6069,IN
N0000175484,Antiparasitic,mebendazole,6672,IN
N0000175484,Antiparasitic,praziquantel,8628,IN
N0000175485,Antiprotozoal,artemether,18343,IN
N0000175485,Antiprotozoal,proguanil,2382,IN
N0000175485,Antiprotozoal,chloroquine,2393,IN
N0000175485,Antiprotozoal,nitazoxanide,31819,IN
N0000175485,Antiprotozoal,hydroxychloroquine,5521,IN
N0000175485,Antiprotozoal,eflornithine,569,IN
N0000175485,Antiprotozoal,atovaquone,60212,IN
N0000175485,Antiprotozoal,mefloquine,6694,IN
N0000175485,Antiprotozoal,paromomycin,7934,IN
N0000175485,Antiprotozoal,pentamidine,7994,IN
N0000175485,Antiprotozoal,lumefantrine,847728,IN
N0000175485,Antiprotozoal,primaquine,8687,IN
N0000175485,Antiprotozoal,pyrimethamine,9010,IN
N0000175485,Antiprotozoal,quinine,9071,IN
N0000175486,Antiseptic,hexachlorophene,5293,IN
N0000175486,Antiseptic,povidone-iodine,8611,IN
N0000175487,Azole Antifungal,voriconazole,121243,IN
N0000175487,Azole Antifungal,luliconazole,1482680,IN
N0000175487,Azole Antifungal,efinaconazole,1539753,IN
N0000175487,Azole Antifungal,isavuconazole,1720882,IN
N0000175487,Azole Antifungal,butoconazole,19884,IN
N0000175487,Azole Antifungal,oteseconazole,2602577,IN
N0000175487,Azole Antifungal,clotrimazole,2623,IN
N0000175487,Azole Antifungal,itraconazole,28031,IN
N0000175487,Azole Antifungal,posaconazole,282446,IN
N0000175487,Azole Antifungal,oxiconazole,32638,IN
N0000175487,Azole Antifungal,sertaconazole,36435,IN
N0000175487,Azole Antifungal,sulconazole,37319,IN
N0000175487,Azole Antifungal,econazole,3743,IN
N0000175487,Azole Antifungal,terconazole,37806,IN
N0000175487,Azole Antifungal,tioconazole,38298,IN
N0000175487,Azole Antifungal,fluconazole,4450,IN
N0000175487,Azole Antifungal,ketoconazole,6135,IN
N0000175487,Azole Antifungal,miconazole,6932,IN
N0000175488,Cephalosporin Antibacterial,ceftaroline,1040005,IN
N0000175488,Cephalosporin Antibacterial,cephalexin anhydrous,1299782,PIN
N0000175488,Cephalosporin Antibacterial,cefaclor anhydrous,1450910,PIN
N0000175488,Cephalosporin Antibacterial,cefadroxil anhydrous,1545975,PIN
N0000175488,Cephalosporin Antibacterial,ceftazidime anhydrous,1545984,PIN
N0000175488,Cephalosporin Antibacterial,cefixime anhydrous,1546021,PIN
N0000175488,Cephalosporin Antibacterial,ceftolozane,1597609,IN
N0000175488,Cephalosporin Antibacterial,cefprozil,19552,IN
N0000175488,Cephalosporin Antibacterial,cefepime,20481,IN
N0000175488,Cephalosporin Antibacterial,cefpodoxime,20489,IN
N0000175488,Cephalosporin Antibacterial,ceftibuten,20492,IN
N0000175488,Cephalosporin Antibacterial,cefazolin,2180,IN
N0000175488,Cephalosporin Antibacterial,cefotaxime,2186,IN
N0000175488,Cephalosporin Antibacterial,cefotetan,2187,IN
N0000175488,Cephalosporin Antibacterial,cefoxitin,2189,IN
N0000175488,Cephalosporin Antibacterial,ceftizoxime,2192,IN
N0000175488,Cephalosporin Antibacterial,ceftriaxone,2193,IN
N0000175488,Cephalosporin Antibacterial,cefuroxime,2194,IN
N0000175488,Cephalosporin Antibacterial,cefiderocol,2265702,IN
N0000175488,Cephalosporin Antibacterial,cefdinir,25037,IN
N0000175488,Cephalosporin Antibacterial,ceftobiprole,2691333,IN
N0000175488,Cephalosporin Antibacterial,cefditoren,83682,IN
N0000175489,Dihydrofolate Reductase Inhibitor Antibacterial,trimethoprim,10829,IN
N0000175491,Glycopeptide Antibacterial,vancomycin,11124,IN
N0000175492,Ketolide Antibacterial,telithromycin,274786,IN
N0000175493,Monobactam Antibacterial,aztreonam,1272,IN
N0000175494,Nitrofuran Antibacterial,"nitrofurantoin, macrocrystals",235559,PIN
N0000175494,Nitrofuran Antibacterial,nitrofurantoin,7454,IN
N0000175495,Oxazolidinone Antibacterial,tedizolid,1540825,IN
N0000175495,Oxazolidinone Antibacterial,linezolid,190376,IN
N0000175496,Penem Antibacterial,imipenem anhydrous,1545986,PIN
N0000175496,Penem Antibacterial,meropenem anhydrous,1546029,PIN
N0000175496,Penem Antibacterial,ertapenem,325642,IN
N0000175497,Penicillin-class Antibacterial,ticarcillin,10591,IN
N0000175497,Penicillin-class Antibacterial,amoxicillin anhydrous,1297882,PIN
N0000175497,Penicillin-class Antibacterial,piperacillin anhydrous,1546000,PIN
N0000175497,Penicillin-class Antibacterial,dicloxacillin,3356,IN
N0000175497,Penicillin-class Antibacterial,nafcillin,7233,IN
N0000175497,Penicillin-class Antibacterial,ampicillin,733,IN
N0000175497,Penicillin-class Antibacterial,oxacillin,7773,IN
N0000175497,Penicillin-class Antibacterial,penicillin G,7980,IN
N0000175497,Penicillin-class Antibacterial,penicillin V,7984,IN
N0000175498,Polyene Antifungal,amphotericin B,732,IN
N0000175498,Polyene Antifungal,nystatin,7597,IN
N0000175499,Polymyxin-class Antibacterial,colistimethate,2708,PIN
N0000175499,Polymyxin-class Antibacterial,polymyxin B,8536,IN
N0000175500,Rifamycin Antibacterial,rifaximin,35619,IN
N0000175500,Rifamycin Antibacterial,rifampin,9384,IN
N0000175501,Rifamycin Antimycobacterial,rifapentine,35617,IN
N0000175501,Rifamycin Antimycobacterial,rifabutin,55672,IN
N0000175503,Sulfonamide Antibacterial,sulfacetamide,10169,IN
N0000175503,Sulfonamide Antibacterial,sulfadiazine,10171,IN
N0000175503,Sulfonamide Antibacterial,silver sulfadiazine,9793,IN
N0000175504,Sulfonamide Antimicrobial,sulfacetamide,10169,IN
N0000175504,Sulfonamide Antimicrobial,sulfadiazine,10171,IN
N0000175504,Sulfonamide Antimicrobial,sulfamethoxazole,10180,IN
N0000175504,Sulfonamide Antimicrobial,sulfisoxazole,10207,IN
N0000175504,Sulfonamide Antimicrobial,silver sulfadiazine,9793,IN
N0000175505,Tetracycline-class Antimicrobial,tetracycline,10395,IN
N0000175505,Tetracycline-class Antimicrobial,oxytetracycline anhydrous,1545999,PIN
N0000175505,Tetracycline-class Antimicrobial,demeclocycline,3154,IN
N0000175507,Echinocandin Antifungal,caspofungin,140108,IN
N0000175507,Echinocandin Antifungal,rezafungin,2639155,IN
N0000175507,Echinocandin Antifungal,micafungin,325887,IN
N0000175507,Echinocandin Antifungal,anidulafungin,341018,IN
N0000175509,Lipopeptide Antibacterial,daptomycin,22299,IN
N0000175510,Lipid-based Polyene Antifungal,amphotericin B,732,IN
N0000175511,Methylated Sulfonamide Antibacterial,mafenide,6572,IN
N0000175514,Renal Dehydropeptidase Inhibitor,cilastatin,2540,IN
N0000175515,RNA Synthetase Inhibitor Antibacterial,mupirocin,42372,IN
N0000175517,Carbonic Anhydrase Inhibitor,acetazolamide,167,IN
N0000175517,Carbonic Anhydrase Inhibitor,brinzolamide,194881,IN
N0000175517,Carbonic Anhydrase Inhibitor,dichlorphenamide,3353,IN
N0000175517,Carbonic Anhydrase Inhibitor,dorzolamide,60207,IN
N0000175518,Direct Thrombin Inhibitor,desirudin,114934,IN
N0000175518,Direct Thrombin Inhibitor,argatroban,15202,IN
N0000175518,Direct Thrombin Inhibitor,argatroban anhydrous,1546207,PIN
N0000175518,Direct Thrombin Inhibitor,dabigatran,1546356,IN
N0000175518,Direct Thrombin Inhibitor,bivalirudin,60819,IN
N0000175519,Histamine-1 Receptor Inhibitor,olopatadine,135391,IN
N0000175519,Histamine-1 Receptor Inhibitor,epinastine,39684,IN
N0000175519,Histamine-1 Receptor Inhibitor,ketotifen,6146,IN
N0000175521,Interferon alpha,peginterferon alfa-2a,120608,IN
N0000175521,Interferon alpha,ropeginterferon alfa-2b,2587059,IN
N0000175521,Interferon alpha,interferon alfa-n3,612937,IN
N0000175522,Iron Chelator,deferiprone,11645,IN
N0000175522,Iron Chelator,deferoxamine,3131,IN
N0000175522,Iron Chelator,deferasirox,614373,IN
N0000175524,Neuraminidase Inhibitor,oseltamivir carboxylate,1546279,IN
N0000175524,Neuraminidase Inhibitor,oseltamivir,260101,IN
N0000175524,Neuraminidase Inhibitor,peramivir,619693,IN
N0000175524,Neuraminidase Inhibitor,zanamivir,69722,IN
N0000175525,Proton Pump Inhibitor,rabeprazole,114979,IN
N0000175525,Proton Pump Inhibitor,lansoprazole,17128,IN
N0000175525,Proton Pump Inhibitor,esomeprazole,283742,IN
N0000175525,Proton Pump Inhibitor,pantoprazole,40790,IN
N0000175525,Proton Pump Inhibitor,omeprazole,7646,IN
N0000175525,Proton Pump Inhibitor,dexlansoprazole,816346,IN
N0000175526,Thrombolytic Agent,urokinase,11055,IN
N0000175530,Copper Absorption Inhibitor,zinc cation,1546264,IN
N0000175531,Endoglycosidase,"hyaluronidase, human recombinant",1300478,PIN
N0000175531,Endoglycosidase,berahyaluronidase alfa,2723752,IN
N0000175531,Endoglycosidase,"hyaluronidase, ovine",486164,PIN
N0000175531,Endoglycosidase,"hyaluronidase, bovine",578350,PIN
N0000175535,Demulcent,hydroxypropyl cellulose (type H),1811461,IN
N0000175535,Demulcent,hydroxypropyl cellulose (1600000 WAMW),2048727,IN
N0000175535,Demulcent,hydroxypropylcellulose,27291,IN
N0000175536,Diagnostic Dye,indigotindisulfonic acid,1546441,PIN
N0000175536,Diagnostic Dye,trypan blue free acid,1726081,IN
N0000175536,Diagnostic Dye,fluorescein,25138,IN
N0000175536,Diagnostic Dye,indocyanine green,5775,IN
N0000175539,Local Anesthetic,tetracaine,10391,IN
N0000175539,Local Anesthetic,bupivacaine,1815,IN
N0000175539,Local Anesthetic,chloroprocaine,20859,IN
N0000175539,Local Anesthetic,proparacaine,34905,IN
N0000175539,Local Anesthetic,ropivacaine,35780,IN
N0000175539,Local Anesthetic,articaine,592464,IN
N0000175539,Local Anesthetic,lidocaine,6387,IN
N0000175539,Local Anesthetic,mepivacaine,6759,IN
N0000175539,Local Anesthetic,prilocaine,8686,IN
N0000175540,Photoenhancer,verteporfin,118886,IN
N0000175540,Photoenhancer,riboflavin 5'-phosphate,1925821,IN
N0000175541,Interferon gamma,interferon gamma-1b,5882,IN
N0000175543,Influenza A M2 Protein Inhibitor,amantadine,620,IN
N0000175543,Influenza A M2 Protein Inhibitor,rimantadine,9386,IN
N0000175552,alpha-Adrenergic Agonist,brimonidine,134615,IN
N0000175552,alpha-Adrenergic Agonist,apraclonidine,14845,IN
N0000175552,alpha-Adrenergic Agonist,methyldopa anhydrous,1545996,PIN
N0000175552,alpha-Adrenergic Agonist,clonidine,2599,IN
N0000175552,alpha-Adrenergic Agonist,ephedrine,3966,IN
N0000175552,alpha-Adrenergic Agonist,epinephrine,3992,IN
N0000175552,alpha-Adrenergic Agonist,guanfacine,40114,IN
N0000175552,alpha-Adrenergic Agonist,dexmedetomidine,48937,IN
N0000175552,alpha-Adrenergic Agonist,guanabenz,5033,IN
N0000175552,alpha-Adrenergic Agonist,tizanidine,57258,IN
N0000175552,alpha-Adrenergic Agonist,midodrine,6963,IN
N0000175552,alpha-Adrenergic Agonist,phenylephrine,8163,IN
N0000175552,alpha-Adrenergic Agonist,pseudoephedrine,8896,IN
N0000175553,alpha-Adrenergic Blocker,alfuzosin,17300,IN
N0000175553,alpha-Adrenergic Blocker,carvedilol,20352,IN
N0000175553,alpha-Adrenergic Blocker,dapiprazole,22298,IN
N0000175553,alpha-Adrenergic Blocker,terazosin,37798,IN
N0000175553,alpha-Adrenergic Blocker,doxazosin,49276,IN
N0000175553,alpha-Adrenergic Blocker,silodosin,720825,IN
N0000175553,alpha-Adrenergic Blocker,tamsulosin,77492,IN
N0000175553,alpha-Adrenergic Blocker,phenoxybenzamine,8149,IN
N0000175553,alpha-Adrenergic Blocker,phentolamine,8153,IN
N0000175553,alpha-Adrenergic Blocker,prazosin,8629,IN
N0000175554,Central alpha-2 Adrenergic Agonist,methyldopa anhydrous,1545996,PIN
N0000175554,Central alpha-2 Adrenergic Agonist,clonidine,2599,IN
N0000175554,Central alpha-2 Adrenergic Agonist,guanfacine,40114,IN
N0000175554,Central alpha-2 Adrenergic Agonist,dexmedetomidine,48937,IN
N0000175554,Central alpha-2 Adrenergic Agonist,guanabenz,5033,IN
N0000175554,Central alpha-2 Adrenergic Agonist,tizanidine,57258,IN
N0000175555,beta-Adrenergic Agonist,mirabegron,1300786,IN
N0000175555,beta-Adrenergic Agonist,vilanterol,1424884,IN
N0000175555,beta-Adrenergic Agonist,olodaterol,1546059,IN
N0000175555,beta-Adrenergic Agonist,levalbuterol,237159,IN
N0000175555,beta-Adrenergic Agonist,vibegron,2472254,IN
N0000175555,beta-Adrenergic Agonist,formoterol,25255,IN
N0000175555,beta-Adrenergic Agonist,arformoterol,304962,IN
N0000175555,beta-Adrenergic Agonist,salmeterol,36117,IN
N0000175555,beta-Adrenergic Agonist,dobutamine,3616,IN
N0000175555,beta-Adrenergic Agonist,ephedrine,3966,IN
N0000175555,beta-Adrenergic Agonist,epinephrine,3992,IN
N0000175555,beta-Adrenergic Agonist,albuterol,435,IN
N0000175555,beta-Adrenergic Agonist,isoproterenol,6054,IN
N0000175556,beta-Adrenergic Blocker,atenolol,1202,IN
N0000175556,beta-Adrenergic Blocker,acebutolol,149,IN
N0000175556,beta-Adrenergic Blocker,betaxolol,1520,IN
N0000175556,beta-Adrenergic Blocker,timolol anhydrous,1546004,PIN
N0000175556,beta-Adrenergic Blocker,levobunolol,1813,IN
N0000175556,beta-Adrenergic Blocker,bisoprolol,19484,IN
N0000175556,beta-Adrenergic Blocker,carvedilol,20352,IN
N0000175556,beta-Adrenergic Blocker,carteolol,2116,IN
N0000175556,beta-Adrenergic Blocker,landiolol,2712070,IN
N0000175556,beta-Adrenergic Blocker,nebivolol,31555,IN
N0000175556,beta-Adrenergic Blocker,esmolol,49737,IN
N0000175556,beta-Adrenergic Blocker,labetalol,6185,IN
N0000175556,beta-Adrenergic Blocker,metoprolol,6918,IN
N0000175556,beta-Adrenergic Blocker,nadolol,7226,IN
N0000175556,beta-Adrenergic Blocker,pindolol,8332,IN
N0000175556,beta-Adrenergic Blocker,propranolol,8787,IN
N0000175557,Aldosterone Antagonist,eplerenone,298869,IN
N0000175557,Aldosterone Antagonist,spironolactone,9997,IN
N0000175558,Alkylating Drug,streptozocin,10114,IN
N0000175558,Alkylating Drug,thiotepa,10473,IN
N0000175558,Alkylating Drug,bendamustine,134547,IN
N0000175558,Alkylating Drug,cyclophosphamide anhydrous,1545988,PIN
N0000175558,Alkylating Drug,trabectedin,1716278,IN
N0000175558,Alkylating Drug,busulfan,1828,IN
N0000175558,Alkylating Drug,carmustine,2105,IN
N0000175558,Alkylating Drug,chlorambucil,2346,IN
